Date,NDSI_Snow_Cover
19-Jan-12,
20-Jan-12,
21-Jan-12,
22-Jan-12,
23-Jan-12,
24-Jan-12,
25-Jan-12,
26-Jan-12,
27-Jan-12,
28-Jan-12,
29-Jan-12,
30-Jan-12,
31-Jan-12,
1-Feb-12,
2-Feb-12,
3-Feb-12,
4-Feb-12,
5-Feb-12,
6-Feb-12,
7-Feb-12,64.326
8-Feb-12,65.949
9-Feb-12,63.405
10-Feb-12,77.274
11-Feb-12,74.814
12-Feb-12,
13-Feb-12,53.563
14-Feb-12,
15-Feb-12,
16-Feb-12,
17-Feb-12,
18-Feb-12,
19-Feb-12,
20-Feb-12,
21-Feb-12,
22-Feb-12,64.912
23-Feb-12,62
24-Feb-12,62.223
25-Feb-12,
26-Feb-12,
27-Feb-12,59.581
28-Feb-12,
29-Feb-12,
1-Mar-12,
2-Mar-12,
3-Mar-12,64.228
4-Mar-12,
5-Mar-12,68.228
6-Mar-12,
7-Mar-12,71.084
8-Mar-12,64
9-Mar-12,
10-Mar-12,
11-Mar-12,63.502
12-Mar-12,
13-Mar-12,
14-Mar-12,
15-Mar-12,
16-Mar-12,66.637
17-Mar-12,
18-Mar-12,67
19-Mar-12,
20-Mar-12,
21-Mar-12,
22-Mar-12,66.363
23-Mar-12,
24-Mar-12,
25-Mar-12,
26-Mar-12,
27-Mar-12,
28-Mar-12,
29-Mar-12,
30-Mar-12,
31-Mar-12,
1-Apr-12,75.14
2-Apr-12,
3-Apr-12,
4-Apr-12,
5-Apr-12,
6-Apr-12,
7-Apr-12,
8-Apr-12,69.135
9-Apr-12,
10-Apr-12,
11-Apr-12,77.14
12-Apr-12,77.637
13-Apr-12,76.637
14-Apr-12,79.637
15-Apr-12,79.14
16-Apr-12,79.363
17-Apr-12,77.274
18-Apr-12,80.502
19-Apr-12,
20-Apr-12,
21-Apr-12,70.777
22-Apr-12,75.843
23-Apr-12,
24-Apr-12,81
25-Apr-12,79.278
26-Apr-12,
27-Apr-12,
28-Apr-12,
29-Apr-12,
30-Apr-12,
1-May-12,
2-May-12,
3-May-12,78
4-May-12,
5-May-12,
6-May-12,
7-May-12,
8-May-12,
9-May-12,
10-May-12,
11-May-12,66.363
12-May-12,88
13-May-12,92
14-May-12,
15-May-12,
16-May-12,
17-May-12,
18-May-12,
19-May-12,90.781
20-May-12,81.116
21-May-12,66.405
22-May-12,34.647
23-May-12,42
24-May-12,
25-May-12,
26-May-12,
27-May-12,
28-May-12,0
29-May-12,27.762
30-May-12,0
31-May-12,0
1-Jun-12,
2-Jun-12,
3-Jun-12,
4-Jun-12,0
5-Jun-12,0
6-Jun-12,14.912
7-Jun-12,
8-Jun-12,
9-Jun-12,0
10-Jun-12,0
11-Jun-12,0
12-Jun-12,
13-Jun-12,0
14-Jun-12,0
15-Jun-12,0
16-Jun-12,0
17-Jun-12,0
18-Jun-12,
19-Jun-12,0
20-Jun-12,0
21-Jun-12,0
22-Jun-12,0
23-Jun-12,0
24-Jun-12,
25-Jun-12,0
26-Jun-12,
27-Jun-12,0
28-Jun-12,0
29-Jun-12,
30-Jun-12,0
1-Jul-12,0
2-Jul-12,0
3-Jul-12,0
4-Jul-12,0
5-Jul-12,0
6-Jul-12,0
7-Jul-12,0
8-Jul-12,
9-Jul-12,
10-Jul-12,
11-Jul-12,0
12-Jul-12,0
13-Jul-12,0
14-Jul-12,
15-Jul-12,0
16-Jul-12,
17-Jul-12,
18-Jul-12,
19-Jul-12,
20-Jul-12,
21-Jul-12,
22-Jul-12,
23-Jul-12,0
24-Jul-12,0
25-Jul-12,
26-Jul-12,
27-Jul-12,0
28-Jul-12,0
29-Jul-12,0
30-Jul-12,0
31-Jul-12,0
1-Aug-12,
2-Aug-12,
3-Aug-12,
4-Aug-12,0
5-Aug-12,
6-Aug-12,0
7-Aug-12,
8-Aug-12,
9-Aug-12,
10-Aug-12,
11-Aug-12,
12-Aug-12,
13-Aug-12,
14-Aug-12,
15-Aug-12,
16-Aug-12,
17-Aug-12,0
18-Aug-12,0
19-Aug-12,
20-Aug-12,0
21-Aug-12,0
22-Aug-12,
23-Aug-12,0
24-Aug-12,0
25-Aug-12,0
26-Aug-12,
27-Aug-12,
28-Aug-12,
29-Aug-12,0
30-Aug-12,0
31-Aug-12,
1-Sep-12,
2-Sep-12,
3-Sep-12,
4-Sep-12,
5-Sep-12,0
6-Sep-12,
7-Sep-12,
8-Sep-12,
9-Sep-12,
10-Sep-12,
11-Sep-12,
12-Sep-12,
13-Sep-12,
14-Sep-12,0
15-Sep-12,0
16-Sep-12,
17-Sep-12,0
18-Sep-12,0
19-Sep-12,
20-Sep-12,0
21-Sep-12,
22-Sep-12,0
23-Sep-12,
24-Sep-12,
25-Sep-12,
26-Sep-12,
27-Sep-12,
28-Sep-12,
29-Sep-12,
30-Sep-12,
1-Oct-12,0
2-Oct-12,0
3-Oct-12,0
4-Oct-12,0
5-Oct-12,0
6-Oct-12,
7-Oct-12,
8-Oct-12,
9-Oct-12,
10-Oct-12,57.186
11-Oct-12,
12-Oct-12,
13-Oct-12,
14-Oct-12,
15-Oct-12,
16-Oct-12,
17-Oct-12,
18-Oct-12,
19-Oct-12,
20-Oct-12,
21-Oct-12,65.498
22-Oct-12,75.177
23-Oct-12,76.772
24-Oct-12,
25-Oct-12,64.302
26-Oct-12,61.967
27-Oct-12,61.108
28-Oct-12,65.274
29-Oct-12,
30-Oct-12,62.447
31-Oct-12,65.06
1-Nov-12,
2-Nov-12,
3-Nov-12,
4-Nov-12,
5-Nov-12,
6-Nov-12,
7-Nov-12,
8-Nov-12,
9-Nov-12,
10-Nov-12,
11-Nov-12,
12-Nov-12,
13-Nov-12,
14-Nov-12,
15-Nov-12,
16-Nov-12,
17-Nov-12,
18-Nov-12,
19-Nov-12,
20-Nov-12,
21-Nov-12,
22-Nov-12,
23-Nov-12,
24-Nov-12,
25-Nov-12,
26-Nov-12,
27-Nov-12,
28-Nov-12,
29-Nov-12,
30-Nov-12,
1-Dec-12,
2-Dec-12,
3-Dec-12,
4-Dec-12,
5-Dec-12,
6-Dec-12,
7-Dec-12,
8-Dec-12,
9-Dec-12,
10-Dec-12,
11-Dec-12,
12-Dec-12,
13-Dec-12,
14-Dec-12,
15-Dec-12,
16-Dec-12,
17-Dec-12,
18-Dec-12,
19-Dec-12,
20-Dec-12,
21-Dec-12,
22-Dec-12,
23-Dec-12,
24-Dec-12,
25-Dec-12,
26-Dec-12,
27-Dec-12,
28-Dec-12,
29-Dec-12,
30-Dec-12,
31-Dec-12,
1-Jan-13,
2-Jan-13,
3-Jan-13,
4-Jan-13,
5-Jan-13,
6-Jan-13,
7-Jan-13,
8-Jan-13,
9-Jan-13,
10-Jan-13,
11-Jan-13,
12-Jan-13,
13-Jan-13,
14-Jan-13,
15-Jan-13,
16-Jan-13,
17-Jan-13,
18-Jan-13,
19-Jan-13,
20-Jan-13,
21-Jan-13,
22-Jan-13,
23-Jan-13,
24-Jan-13,
25-Jan-13,
26-Jan-13,
27-Jan-13,
28-Jan-13,
29-Jan-13,
30-Jan-13,
31-Jan-13,
1-Feb-13,
2-Feb-13,
3-Feb-13,
4-Feb-13,
5-Feb-13,
6-Feb-13,58.688
7-Feb-13,
8-Feb-13,53
9-Feb-13,
10-Feb-13,46
11-Feb-13,73
12-Feb-13,
13-Feb-13,
14-Feb-13,55.735
15-Feb-13,56.507
16-Feb-13,
17-Feb-13,
18-Feb-13,
19-Feb-13,
20-Feb-13,
21-Feb-13,61.726
22-Feb-13,
23-Feb-13,
24-Feb-13,
25-Feb-13,64.581
26-Feb-13,69.228
27-Feb-13,78
28-Feb-13,
1-Mar-13,
2-Mar-13,
3-Mar-13,
4-Mar-13,
5-Mar-13,67.14
6-Mar-13,
7-Mar-13,72.642
8-Mar-13,
9-Mar-13,61.278
10-Mar-13,
11-Mar-13,
12-Mar-13,72.005
13-Mar-13,
14-Mar-13,
15-Mar-13,
16-Mar-13,68.777
17-Mar-13,69.642
18-Mar-13,
19-Mar-13,
20-Mar-13,
21-Mar-13,74.358
22-Mar-13,71.144
23-Mar-13,77.581
24-Mar-13,72.135
25-Mar-13,
26-Mar-13,
27-Mar-13,
28-Mar-13,77.358
29-Mar-13,72.865
30-Mar-13,72
31-Mar-13,72
1-Apr-13,
2-Apr-13,66
3-Apr-13,70.14
4-Apr-13,
5-Apr-13,
6-Apr-13,71.274
7-Apr-13,71
8-Apr-13,
9-Apr-13,
10-Apr-13,68.726
11-Apr-13,
12-Apr-13,
13-Apr-13,80.279
14-Apr-13,
15-Apr-13,72.363
16-Apr-13,74
17-Apr-13,80.86
18-Apr-13,
19-Apr-13,76
20-Apr-13,
21-Apr-13,
22-Apr-13,81.726
23-Apr-13,81.502
24-Apr-13,
25-Apr-13,76
26-Apr-13,69.363
27-Apr-13,
28-Apr-13,
29-Apr-13,
30-Apr-13,77.279
1-May-13,
2-May-13,70.502
3-May-13,76.14
4-May-13,67
5-May-13,74.591
6-May-13,71.726
7-May-13,72.363
8-May-13,82
9-May-13,
10-May-13,83.14
11-May-13,83.502
12-May-13,
13-May-13,
14-May-13,71.14
15-May-13,80.14
16-May-13,91
17-May-13,
18-May-13,
19-May-13,
20-May-13,88
21-May-13,91
22-May-13,94.005
23-May-13,
24-May-13,
25-May-13,89.335
26-May-13,85.847
27-May-13,
28-May-13,
29-May-13,78.772
30-May-13,
31-May-13,
1-Jun-13,
2-Jun-13,62.949
3-Jun-13,67.254
4-Jun-13,
5-Jun-13,
6-Jun-13,79.716
7-Jun-13,
8-Jun-13,0
9-Jun-13,0
10-Jun-13,
11-Jun-13,0
12-Jun-13,
13-Jun-13,0
14-Jun-13,0
15-Jun-13,
16-Jun-13,
17-Jun-13,0
18-Jun-13,0
19-Jun-13,0
20-Jun-13,0
21-Jun-13,0
22-Jun-13,
23-Jun-13,0
24-Jun-13,
25-Jun-13,
26-Jun-13,0
27-Jun-13,0
28-Jun-13,0
29-Jun-13,
30-Jun-13,5.972
1-Jul-13,0
2-Jul-13,0
3-Jul-13,
4-Jul-13,
5-Jul-13,0
6-Jul-13,0
7-Jul-13,
8-Jul-13,
9-Jul-13,
10-Jul-13,0
11-Jul-13,
12-Jul-13,
13-Jul-13,0
14-Jul-13,0
15-Jul-13,0
16-Jul-13,
17-Jul-13,
18-Jul-13,
19-Jul-13,0
20-Jul-13,0
21-Jul-13,0
22-Jul-13,0
23-Jul-13,
24-Jul-13,
25-Jul-13,
26-Jul-13,0
27-Jul-13,0
28-Jul-13,
29-Jul-13,
30-Jul-13,
31-Jul-13,
1-Aug-13,
2-Aug-13,0
3-Aug-13,0
4-Aug-13,
5-Aug-13,0
6-Aug-13,
7-Aug-13,0
8-Aug-13,0
9-Aug-13,0
10-Aug-13,
11-Aug-13,
12-Aug-13,0
13-Aug-13,
14-Aug-13,
15-Aug-13,
16-Aug-13,
17-Aug-13,
18-Aug-13,
19-Aug-13,
20-Aug-13,
21-Aug-13,
22-Aug-13,
23-Aug-13,
24-Aug-13,
25-Aug-13,
26-Aug-13,0
27-Aug-13,0
28-Aug-13,0
29-Aug-13,0
30-Aug-13,
31-Aug-13,
1-Sep-13,
2-Sep-13,0
3-Sep-13,
4-Sep-13,
5-Sep-13,0
6-Sep-13,0
7-Sep-13,
8-Sep-13,
9-Sep-13,
10-Sep-13,
11-Sep-13,0
12-Sep-13,
13-Sep-13,0
14-Sep-13,
15-Sep-13,
16-Sep-13,
17-Sep-13,
18-Sep-13,0
19-Sep-13,
20-Sep-13,
21-Sep-13,0
22-Sep-13,
23-Sep-13,
24-Sep-13,
25-Sep-13,
26-Sep-13,
27-Sep-13,
28-Sep-13,
29-Sep-13,
30-Sep-13,
1-Oct-13,
2-Oct-13,9.254
3-Oct-13,
4-Oct-13,21.5
5-Oct-13,
6-Oct-13,0
7-Oct-13,
8-Oct-13,7.256
9-Oct-13,
10-Oct-13,
11-Oct-13,
12-Oct-13,0
13-Oct-13,
14-Oct-13,
15-Oct-13,0
16-Oct-13,0
17-Oct-13,
18-Oct-13,
19-Oct-13,
20-Oct-13,
21-Oct-13,0
22-Oct-13,
23-Oct-13,
24-Oct-13,
25-Oct-13,
26-Oct-13,
27-Oct-13,
28-Oct-13,
29-Oct-13,
30-Oct-13,
31-Oct-13,48.005
1-Nov-13,
2-Nov-13,40
3-Nov-13,58.721
4-Nov-13,
5-Nov-13,
6-Nov-13,
7-Nov-13,
8-Nov-13,
9-Nov-13,
10-Nov-13,
11-Nov-13,
12-Nov-13,
13-Nov-13,
14-Nov-13,
15-Nov-13,
16-Nov-13,
17-Nov-13,
18-Nov-13,
19-Nov-13,
20-Nov-13,
21-Nov-13,
22-Nov-13,
23-Nov-13,
24-Nov-13,
25-Nov-13,
26-Nov-13,
27-Nov-13,
28-Nov-13,
29-Nov-13,
30-Nov-13,
1-Dec-13,
2-Dec-13,
3-Dec-13,
4-Dec-13,
5-Dec-13,
6-Dec-13,
7-Dec-13,
8-Dec-13,
9-Dec-13,
10-Dec-13,
11-Dec-13,
12-Dec-13,
13-Dec-13,
14-Dec-13,
15-Dec-13,
16-Dec-13,
17-Dec-13,
18-Dec-13,
19-Dec-13,
20-Dec-13,
21-Dec-13,
22-Dec-13,
23-Dec-13,
24-Dec-13,
25-Dec-13,
26-Dec-13,
27-Dec-13,
28-Dec-13,
29-Dec-13,
30-Dec-13,
31-Dec-13,
1-Jan-14,
2-Jan-14,
3-Jan-14,
4-Jan-14,
5-Jan-14,
6-Jan-14,
7-Jan-14,
8-Jan-14,
9-Jan-14,
10-Jan-14,
11-Jan-14,
12-Jan-14,
13-Jan-14,
14-Jan-14,
15-Jan-14,
16-Jan-14,
17-Jan-14,
18-Jan-14,
19-Jan-14,
20-Jan-14,
21-Jan-14,
22-Jan-14,
23-Jan-14,
24-Jan-14,
25-Jan-14,
26-Jan-14,
27-Jan-14,
28-Jan-14,
29-Jan-14,
30-Jan-14,
31-Jan-14,
1-Feb-14,
2-Feb-14,
3-Feb-14,
4-Feb-14,
5-Feb-14,
6-Feb-14,
7-Feb-14,51.066
8-Feb-14,61.098
9-Feb-14,
10-Feb-14,
11-Feb-14,
12-Feb-14,57.995
13-Feb-14,
14-Feb-14,
15-Feb-14,59.912
16-Feb-14,
17-Feb-14,56.944
18-Feb-14,59.73
19-Feb-14,
20-Feb-14,62.316
21-Feb-14,58.14
22-Feb-14,72.191
23-Feb-14,72.591
24-Feb-14,72.73
25-Feb-14,74.051
26-Feb-14,
27-Feb-14,
28-Feb-14,69.86
1-Mar-14,75.916
2-Mar-14,
3-Mar-14,
4-Mar-14,
5-Mar-14,66.111
6-Mar-14,63
7-Mar-14,
8-Mar-14,
9-Mar-14,
10-Mar-14,63.721
11-Mar-14,61.777
12-Mar-14,74.916
13-Mar-14,78.865
14-Mar-14,76.005
15-Mar-14,78.781
16-Mar-14,
17-Mar-14,
18-Mar-14,
19-Mar-14,
20-Mar-14,
21-Mar-14,
22-Mar-14,
23-Mar-14,
24-Mar-14,74.363
25-Mar-14,74.86
26-Mar-14,80.14
27-Mar-14,81.144
28-Mar-14,83.14
29-Mar-14,85.14
30-Mar-14,77
31-Mar-14,
1-Apr-14,80.363
2-Apr-14,81.14
3-Apr-14,81.865
4-Apr-14,84.865
5-Apr-14,81.363
6-Apr-14,72.14
7-Apr-14,
8-Apr-14,
9-Apr-14,78
10-Apr-14,76.642
11-Apr-14,74.14
12-Apr-14,78.144
13-Apr-14,81.14
14-Apr-14,
15-Apr-14,85.279
16-Apr-14,87.14
17-Apr-14,
18-Apr-14,
19-Apr-14,
20-Apr-14,83.637
21-Apr-14,74.367
22-Apr-14,77.512
23-Apr-14,84.14
24-Apr-14,
25-Apr-14,84.502
26-Apr-14,
27-Apr-14,
28-Apr-14,68.637
29-Apr-14,77.637
30-Apr-14,
1-May-14,73.14
2-May-14,
3-May-14,93
4-May-14,
5-May-14,
6-May-14,73.144
7-May-14,
8-May-14,
9-May-14,
10-May-14,63.876
11-May-14,88.926
12-May-14,
13-May-14,
14-May-14,76.8
15-May-14,
16-May-14,
17-May-14,
18-May-14,
19-May-14,
20-May-14,
21-May-14,
22-May-14,
23-May-14,
24-May-14,
25-May-14,
26-May-14,
27-May-14,13.256
28-May-14,0
29-May-14,14.93
30-May-14,
31-May-14,0
1-Jun-14,
2-Jun-14,
3-Jun-14,
4-Jun-14,0
5-Jun-14,
6-Jun-14,
7-Jun-14,0
8-Jun-14,0
9-Jun-14,0
10-Jun-14,0
11-Jun-14,0
12-Jun-14,
13-Jun-14,
14-Jun-14,
15-Jun-14,0
16-Jun-14,0
17-Jun-14,0
18-Jun-14,
19-Jun-14,
20-Jun-14,
21-Jun-14,0
22-Jun-14,0
23-Jun-14,0
24-Jun-14,0
25-Jun-14,0
26-Jun-14,
27-Jun-14,0
28-Jun-14,
29-Jun-14,0
30-Jun-14,0
1-Jul-14,0
2-Jul-14,0
3-Jul-14,0
4-Jul-14,
5-Jul-14,
6-Jul-14,0
7-Jul-14,
8-Jul-14,
9-Jul-14,0
10-Jul-14,0
11-Jul-14,0
12-Jul-14,
13-Jul-14,0
14-Jul-14,0
15-Jul-14,
16-Jul-14,0
17-Jul-14,0
18-Jul-14,0
19-Jul-14,
20-Jul-14,
21-Jul-14,0
22-Jul-14,
23-Jul-14,0
24-Jul-14,
25-Jul-14,
26-Jul-14,
27-Jul-14,
28-Jul-14,
29-Jul-14,
30-Jul-14,
31-Jul-14,
1-Aug-14,
2-Aug-14,
3-Aug-14,
4-Aug-14,
5-Aug-14,
6-Aug-14,
7-Aug-14,0
8-Aug-14,0
9-Aug-14,0
10-Aug-14,0
11-Aug-14,0
12-Aug-14,
13-Aug-14,
14-Aug-14,
15-Aug-14,0
16-Aug-14,
17-Aug-14,0
18-Aug-14,0
19-Aug-14,0
20-Aug-14,0
21-Aug-14,
22-Aug-14,
23-Aug-14,
24-Aug-14,
25-Aug-14,
26-Aug-14,0
27-Aug-14,0
28-Aug-14,0
29-Aug-14,0
30-Aug-14,
31-Aug-14,
1-Sep-14,
2-Sep-14,
3-Sep-14,
4-Sep-14,
5-Sep-14,
6-Sep-14,
7-Sep-14,0
8-Sep-14,0
9-Sep-14,0
10-Sep-14,
11-Sep-14,
12-Sep-14,0
13-Sep-14,
14-Sep-14,0
15-Sep-14,
16-Sep-14,
17-Sep-14,
18-Sep-14,
19-Sep-14,
20-Sep-14,
21-Sep-14,
22-Sep-14,
23-Sep-14,
24-Sep-14,0
25-Sep-14,
26-Sep-14,0
27-Sep-14,
28-Sep-14,0
29-Sep-14,
30-Sep-14,0
1-Oct-14,
2-Oct-14,
3-Oct-14,
4-Oct-14,
5-Oct-14,
6-Oct-14,
7-Oct-14,
8-Oct-14,
9-Oct-14,70.958
10-Oct-14,
11-Oct-14,
12-Oct-14,
13-Oct-14,
14-Oct-14,
15-Oct-14,
16-Oct-14,
17-Oct-14,
18-Oct-14,
19-Oct-14,
20-Oct-14,
21-Oct-14,
22-Oct-14,
23-Oct-14,
24-Oct-14,
25-Oct-14,60.6
26-Oct-14,66.056
27-Oct-14,70.451
28-Oct-14,74.86
29-Oct-14,
30-Oct-14,
31-Oct-14,
1-Nov-14,54.772
2-Nov-14,
3-Nov-14,56.986
4-Nov-14,
5-Nov-14,
6-Nov-14,
7-Nov-14,
8-Nov-14,
9-Nov-14,
10-Nov-14,
11-Nov-14,
12-Nov-14,
13-Nov-14,
14-Nov-14,
15-Nov-14,
16-Nov-14,
17-Nov-14,
18-Nov-14,
19-Nov-14,
20-Nov-14,
21-Nov-14,
22-Nov-14,
23-Nov-14,
24-Nov-14,
25-Nov-14,
26-Nov-14,
27-Nov-14,
28-Nov-14,
29-Nov-14,
30-Nov-14,
1-Dec-14,
2-Dec-14,
3-Dec-14,
4-Dec-14,
5-Dec-14,
6-Dec-14,
7-Dec-14,
8-Dec-14,
9-Dec-14,
10-Dec-14,
11-Dec-14,
12-Dec-14,
13-Dec-14,
14-Dec-14,
15-Dec-14,
16-Dec-14,
17-Dec-14,
18-Dec-14,
19-Dec-14,
20-Dec-14,
21-Dec-14,
22-Dec-14,
23-Dec-14,
24-Dec-14,
25-Dec-14,
26-Dec-14,
27-Dec-14,
28-Dec-14,
29-Dec-14,
30-Dec-14,
31-Dec-14,
1-Jan-15,
2-Jan-15,
3-Jan-15,
4-Jan-15,
5-Jan-15,
6-Jan-15,
7-Jan-15,
8-Jan-15,
9-Jan-15,
10-Jan-15,
11-Jan-15,
12-Jan-15,
13-Jan-15,
14-Jan-15,
15-Jan-15,
16-Jan-15,
17-Jan-15,
18-Jan-15,
19-Jan-15,
20-Jan-15,
21-Jan-15,
22-Jan-15,
23-Jan-15,
24-Jan-15,
25-Jan-15,
26-Jan-15,
27-Jan-15,
28-Jan-15,
29-Jan-15,
30-Jan-15,
31-Jan-15,
1-Feb-15,
2-Feb-15,
3-Feb-15,
4-Feb-15,
5-Feb-15,
6-Feb-15,
7-Feb-15,48.833
8-Feb-15,
9-Feb-15,50.451
10-Feb-15,
11-Feb-15,57.698
12-Feb-15,
13-Feb-15,
14-Feb-15,84.656
15-Feb-15,
16-Feb-15,
17-Feb-15,
18-Feb-15,
19-Feb-15,90.186
20-Feb-15,59
21-Feb-15,61.763
22-Feb-15,57.158
23-Feb-15,
24-Feb-15,72.879
25-Feb-15,65
26-Feb-15,
27-Feb-15,
28-Feb-15,
1-Mar-15,
2-Mar-15,73.651
3-Mar-15,67
4-Mar-15,84.726
5-Mar-15,67.009
6-Mar-15,65.493
7-Mar-15,68.995
8-Mar-15,66.726
9-Mar-15,64.87
10-Mar-15,
11-Mar-15,67.642
12-Mar-15,63.14
13-Mar-15,
14-Mar-15,
15-Mar-15,69.377
16-Mar-15,75.233
17-Mar-15,
18-Mar-15,77.953
19-Mar-15,76.874
20-Mar-15,84.135
21-Mar-15,79.367
22-Mar-15,81.591
23-Mar-15,79.647
24-Mar-15,
25-Mar-15,71
26-Mar-15,77.874
27-Mar-15,
28-Mar-15,
29-Mar-15,73.637
30-Mar-15,75
31-Mar-15,77.279
1-Apr-15,79.005
2-Apr-15,72.651
3-Apr-15,81.005
4-Apr-15,78.502
5-Apr-15,75.279
6-Apr-15,75.507
7-Apr-15,77.647
8-Apr-15,
9-Apr-15,
10-Apr-15,
11-Apr-15,
12-Apr-15,
13-Apr-15,
14-Apr-15,
15-Apr-15,
16-Apr-15,
17-Apr-15,
18-Apr-15,73
19-Apr-15,78.219
20-Apr-15,74.279
21-Apr-15,82.279
22-Apr-15,82.86
23-Apr-15,86.716
24-Apr-15,86.995
25-Apr-15,87.772
26-Apr-15,88
27-Apr-15,85.279
28-Apr-15,
29-Apr-15,
30-Apr-15,
1-May-15,
2-May-15,
3-May-15,
4-May-15,80.86
5-May-15,
6-May-15,
7-May-15,84.358
8-May-15,90.14
9-May-15,76.558
10-May-15,
11-May-15,
12-May-15,
13-May-15,66.767
14-May-15,
15-May-15,47.033
16-May-15,41.916
17-May-15,10.884
18-May-15,0
19-May-15,
20-May-15,0
21-May-15,0
22-May-15,0
23-May-15,0
24-May-15,
25-May-15,36
26-May-15,0
27-May-15,0
28-May-15,0
29-May-15,
30-May-15,
31-May-15,
1-Jun-15,
2-Jun-15,
3-Jun-15,0
4-Jun-15,
5-Jun-15,
6-Jun-15,
7-Jun-15,
8-Jun-15,0
9-Jun-15,0
10-Jun-15,0
11-Jun-15,
12-Jun-15,0
13-Jun-15,0
14-Jun-15,0
15-Jun-15,
16-Jun-15,
17-Jun-15,0
18-Jun-15,0
19-Jun-15,
20-Jun-15,0
21-Jun-15,0
22-Jun-15,0
23-Jun-15,
24-Jun-15,0
25-Jun-15,0
26-Jun-15,
27-Jun-15,
28-Jun-15,
29-Jun-15,
30-Jun-15,0
1-Jul-15,0
2-Jul-15,0
3-Jul-15,0
4-Jul-15,
5-Jul-15,
6-Jul-15,0
7-Jul-15,
8-Jul-15,
9-Jul-15,
10-Jul-15,
11-Jul-15,
12-Jul-15,
13-Jul-15,
14-Jul-15,0
15-Jul-15,0
16-Jul-15,0
17-Jul-15,
18-Jul-15,
19-Jul-15,0
20-Jul-15,
21-Jul-15,
22-Jul-15,
23-Jul-15,
24-Jul-15,
25-Jul-15,
26-Jul-15,
27-Jul-15,
28-Jul-15,
29-Jul-15,
30-Jul-15,
31-Jul-15,0
1-Aug-15,
2-Aug-15,
3-Aug-15,
4-Aug-15,
5-Aug-15,
6-Aug-15,
7-Aug-15,0
8-Aug-15,0
9-Aug-15,0
10-Aug-15,0
11-Aug-15,
12-Aug-15,
13-Aug-15,
14-Aug-15,
15-Aug-15,
16-Aug-15,
17-Aug-15,
18-Aug-15,
19-Aug-15,
20-Aug-15,
21-Aug-15,0
22-Aug-15,0
23-Aug-15,
24-Aug-15,
25-Aug-15,0
26-Aug-15,
27-Aug-15,
28-Aug-15,0
29-Aug-15,
30-Aug-15,
31-Aug-15,
1-Sep-15,
2-Sep-15,
3-Sep-15,
4-Sep-15,
5-Sep-15,
6-Sep-15,0
7-Sep-15,
8-Sep-15,
9-Sep-15,
10-Sep-15,
11-Sep-15,
12-Sep-15,0
13-Sep-15,0
14-Sep-15,0
15-Sep-15,
16-Sep-15,
17-Sep-15,0
18-Sep-15,
19-Sep-15,0
20-Sep-15,
21-Sep-15,
22-Sep-15,
23-Sep-15,
24-Sep-15,
25-Sep-15,0
26-Sep-15,0
27-Sep-15,
28-Sep-15,
29-Sep-15,
30-Sep-15,
1-Oct-15,
2-Oct-15,
3-Oct-15,78.949
4-Oct-15,
5-Oct-15,58
6-Oct-15,75
7-Oct-15,
8-Oct-15,
9-Oct-15,
10-Oct-15,
11-Oct-15,67
12-Oct-15,
13-Oct-15,
14-Oct-15,
15-Oct-15,
16-Oct-15,
17-Oct-15,81.819
18-Oct-15,
19-Oct-15,
20-Oct-15,
21-Oct-15,
22-Oct-15,
23-Oct-15,
24-Oct-15,62.66
25-Oct-15,
26-Oct-15,
27-Oct-15,
28-Oct-15,43.589
29-Oct-15,
30-Oct-15,53.809
31-Oct-15,55.907
1-Nov-15,62
2-Nov-15,
3-Nov-15,
4-Nov-15,
5-Nov-15,
6-Nov-15,
7-Nov-15,
8-Nov-15,
9-Nov-15,
10-Nov-15,
11-Nov-15,
12-Nov-15,
13-Nov-15,
14-Nov-15,
15-Nov-15,
16-Nov-15,
17-Nov-15,
18-Nov-15,
19-Nov-15,
20-Nov-15,
21-Nov-15,
22-Nov-15,
23-Nov-15,
24-Nov-15,
25-Nov-15,
26-Nov-15,
27-Nov-15,
28-Nov-15,
29-Nov-15,
30-Nov-15,
1-Dec-15,
2-Dec-15,
3-Dec-15,
4-Dec-15,
5-Dec-15,
6-Dec-15,
7-Dec-15,
8-Dec-15,
9-Dec-15,
10-Dec-15,
11-Dec-15,
12-Dec-15,
13-Dec-15,
14-Dec-15,
15-Dec-15,
16-Dec-15,
17-Dec-15,
18-Dec-15,
19-Dec-15,
20-Dec-15,
21-Dec-15,
22-Dec-15,
23-Dec-15,
24-Dec-15,
25-Dec-15,
26-Dec-15,
27-Dec-15,
28-Dec-15,
29-Dec-15,
30-Dec-15,
31-Dec-15,
1-Jan-16,
2-Jan-16,
3-Jan-16,
4-Jan-16,
5-Jan-16,
6-Jan-16,
7-Jan-16,
8-Jan-16,
9-Jan-16,
10-Jan-16,
11-Jan-16,
12-Jan-16,
13-Jan-16,
14-Jan-16,
15-Jan-16,
16-Jan-16,
17-Jan-16,
18-Jan-16,
19-Jan-16,
20-Jan-16,
21-Jan-16,
22-Jan-16,
23-Jan-16,
24-Jan-16,
25-Jan-16,
26-Jan-16,
27-Jan-16,
28-Jan-16,
29-Jan-16,
30-Jan-16,
31-Jan-16,
1-Feb-16,
2-Feb-16,
3-Feb-16,
4-Feb-16,
5-Feb-16,
6-Feb-16,83.8
7-Feb-16,
