NDVIDate,NDVI,NDVI_Footprint
1-Oct-16,0.454,0.454
2-Oct-16,0.456,0.456
3-Oct-16,0.453,0.453
4-Oct-16,0.427,0.427
5-Oct-16,0.412,0.412
6-Oct-16,0.41,0.41
7-Oct-16,0.408,0.408
8-Oct-16,0.406,0.406
9-Oct-16,0.404,0.404
10-Oct-16,0.402,0.402
11-Oct-16,0.339,0.339
12-Oct-16,0.335,0.335
13-Oct-16,0.329,0.329
14-Oct-16,0.323,0.323
15-Oct-16,0.068,0.068
16-Oct-16,0.068,0.068
17-Oct-16,0.066,0.066
18-Oct-16,0.063,0.063
19-Oct-16,,
20-Oct-16,,
21-Oct-16,,
22-Oct-16,,
23-Oct-16,,
24-Oct-16,,
25-Oct-16,,
26-Oct-16,,
27-Oct-16,,
28-Oct-16,,
29-Oct-16,,
30-Oct-16,,
31-Oct-16,,
1-Nov-16,,
2-Nov-16,,
3-Nov-16,,
4-Nov-16,,
5-Nov-16,,
6-Nov-16,,
7-Nov-16,,
8-Nov-16,,
9-Nov-16,,
10-Nov-16,,
11-Nov-16,,
12-Nov-16,,
13-Nov-16,,
14-Nov-16,,
15-Nov-16,,
16-Nov-16,,
17-Nov-16,,
18-Nov-16,,
19-Nov-16,,
20-Nov-16,,
21-Nov-16,,
22-Nov-16,,
23-Nov-16,,
24-Nov-16,,
25-Nov-16,,
26-Nov-16,,
27-Nov-16,,
28-Nov-16,,
29-Nov-16,,
30-Nov-16,,
1-Dec-16,,
2-Dec-16,,
3-Dec-16,,
4-Dec-16,,
5-Dec-16,,
6-Dec-16,,
7-Dec-16,,
8-Dec-16,,
9-Dec-16,,
10-Dec-16,,
11-Dec-16,,
12-Dec-16,,
13-Dec-16,,
14-Dec-16,,
15-Dec-16,,
16-Dec-16,,
17-Dec-16,,
18-Dec-16,,
19-Dec-16,,
20-Dec-16,,
21-Dec-16,,
22-Dec-16,,
23-Dec-16,,
24-Dec-16,,
25-Dec-16,,
26-Dec-16,,
27-Dec-16,,
28-Dec-16,,
29-Dec-16,,
30-Dec-16,,
31-Dec-16,,
1-Jan-17,,
2-Jan-17,,
3-Jan-17,,
4-Jan-17,,
5-Jan-17,,
6-Jan-17,,
7-Jan-17,,
8-Jan-17,,
9-Jan-17,,
10-Jan-17,,
11-Jan-17,,
12-Jan-17,,
13-Jan-17,,
14-Jan-17,,
15-Jan-17,,
16-Jan-17,,
17-Jan-17,,
18-Jan-17,,
19-Jan-17,,
20-Jan-17,,
21-Jan-17,,
22-Jan-17,,
23-Jan-17,,
24-Jan-17,,
25-Jan-17,,
26-Jan-17,,
27-Jan-17,,
28-Jan-17,,
29-Jan-17,,
30-Jan-17,,
31-Jan-17,,
1-Feb-17,,
2-Feb-17,,
3-Feb-17,,
4-Feb-17,,
5-Feb-17,,
6-Feb-17,,
7-Feb-17,,
8-Feb-17,,
9-Feb-17,,
10-Feb-17,,
11-Feb-17,,
12-Feb-17,,
13-Feb-17,,
14-Feb-17,,
15-Feb-17,,
16-Feb-17,-0.051,-0.051
17-Feb-17,-0.05,-0.05
18-Feb-17,-0.048,-0.048
19-Feb-17,-0.047,-0.047
20-Feb-17,-0.047,-0.047
21-Feb-17,-0.046,-0.046
22-Feb-17,-0.051,-0.051
23-Feb-17,-0.05,-0.05
24-Feb-17,-0.05,-0.05
25-Feb-17,-0.049,-0.049
26-Feb-17,-0.049,-0.049
27-Feb-17,-0.049,-0.049
28-Feb-17,-0.056,-0.056
1-Mar-17,-0.056,-0.056
2-Mar-17,-0.055,-0.055
3-Mar-17,-0.055,-0.055
4-Mar-17,-0.059,-0.059
5-Mar-17,-0.058,-0.058
6-Mar-17,-0.054,-0.054
7-Mar-17,-0.054,-0.054
8-Mar-17,-0.053,-0.053
9-Mar-17,-0.048,-0.048
10-Mar-17,-0.047,-0.047
11-Mar-17,-0.047,-0.047
12-Mar-17,-0.047,-0.047
13-Mar-17,-0.033,-0.033
14-Mar-17,-0.033,-0.033
15-Mar-17,-0.046,-0.046
16-Mar-17,-0.044,-0.044
17-Mar-17,-0.044,-0.044
18-Mar-17,-0.036,-0.036
19-Mar-17,-0.025,-0.025
20-Mar-17,-0.025,-0.025
21-Mar-17,-0.024,-0.024
22-Mar-17,-0.026,-0.026
23-Mar-17,-0.025,-0.025
24-Mar-17,-0.025,-0.025
25-Mar-17,-0.027,-0.027
26-Mar-17,-0.026,-0.026
27-Mar-17,-0.028,-0.028
28-Mar-17,-0.032,-0.032
29-Mar-17,-0.034,-0.034
30-Mar-17,-0.032,-0.032
31-Mar-17,-0.032,-0.032
1-Apr-17,-0.032,-0.032
2-Apr-17,-0.032,-0.032
3-Apr-17,-0.03,-0.03
4-Apr-17,-0.03,-0.03
5-Apr-17,-0.029,-0.029
6-Apr-17,-0.029,-0.029
7-Apr-17,-0.027,-0.027
8-Apr-17,-0.029,-0.029
9-Apr-17,-0.028,-0.028
10-Apr-17,-0.028,-0.028
11-Apr-17,-0.028,-0.028
12-Apr-17,-0.028,-0.028
13-Apr-17,-0.026,-0.026
14-Apr-17,-0.026,-0.026
15-Apr-17,-0.027,-0.027
16-Apr-17,-0.027,-0.027
17-Apr-17,-0.026,-0.026
18-Apr-17,-0.026,-0.026
19-Apr-17,-0.027,-0.027
20-Apr-17,-0.027,-0.027
21-Apr-17,-0.028,-0.028
22-Apr-17,-0.027,-0.027
23-Apr-17,-0.028,-0.028
24-Apr-17,-0.029,-0.029
25-Apr-17,-0.029,-0.029
26-Apr-17,-0.029,-0.029
27-Apr-17,-0.029,-0.029
28-Apr-17,-0.029,-0.029
29-Apr-17,-0.029,-0.029
30-Apr-17,-0.033,-0.033
1-May-17,-0.034,-0.034
2-May-17,-0.035,-0.035
3-May-17,-0.035,-0.035
4-May-17,-0.035,-0.035
5-May-17,-0.035,-0.035
6-May-17,-0.035,-0.035
7-May-17,-0.036,-0.036
8-May-17,-0.038,-0.038
9-May-17,-0.049,-0.049
10-May-17,-0.047,-0.047
11-May-17,-0.047,-0.047
12-May-17,-0.041,-0.041
13-May-17,-0.041,-0.041
14-May-17,-0.045,-0.045
15-May-17,-0.045,-0.045
16-May-17,-0.069,-0.069
17-May-17,-0.068,-0.068
18-May-17,-0.069,-0.069
19-May-17,-0.07,-0.07
20-May-17,-0.045,-0.045
21-May-17,-0.044,-0.044
22-May-17,-0.013,-0.013
23-May-17,-0.013,-0.013
24-May-17,-0.014,-0.014
25-May-17,0.005,0.005
26-May-17,-0.017,-0.017
27-May-17,-0.015,-0.015
28-May-17,-0.021,-0.021
29-May-17,-0.022,-0.022
30-May-17,-0.022,-0.022
31-May-17,-0.017,-0.017
1-Jun-17,0.173,0.173
2-Jun-17,0.176,0.176
3-Jun-17,0.218,0.218
4-Jun-17,0.242,0.242
5-Jun-17,0.244,0.244
6-Jun-17,0.247,0.247
7-Jun-17,0.26,0.26
8-Jun-17,0.288,0.288
9-Jun-17,0.296,0.296
10-Jun-17,0.294,0.294
11-Jun-17,0.306,0.306
12-Jun-17,0.319,0.319
13-Jun-17,0.333,0.333
14-Jun-17,0.333,0.333
15-Jun-17,0.337,0.337
16-Jun-17,0.343,0.343
17-Jun-17,0.349,0.349
18-Jun-17,0.349,0.349
19-Jun-17,0.35,0.35
20-Jun-17,0.352,0.352
21-Jun-17,0.364,0.364
22-Jun-17,0.371,0.371
23-Jun-17,0.384,0.384
24-Jun-17,0.397,0.397
25-Jun-17,0.408,0.408
26-Jun-17,0.41,0.41
27-Jun-17,0.412,0.412
28-Jun-17,0.418,0.418
29-Jun-17,0.421,0.421
30-Jun-17,0.424,0.424
1-Jul-17,0.433,0.433
2-Jul-17,0.442,0.442
3-Jul-17,0.448,0.448
4-Jul-17,0.453,0.453
5-Jul-17,0.462,0.462
6-Jul-17,0.462,0.462
7-Jul-17,0.467,0.467
8-Jul-17,0.47,0.47
9-Jul-17,0.473,0.473
10-Jul-17,0.464,0.464
11-Jul-17,0.457,0.457
12-Jul-17,0.487,0.487
13-Jul-17,0.487,0.487
14-Jul-17,0.488,0.488
15-Jul-17,0.49,0.49
16-Jul-17,0.501,0.501
17-Jul-17,0.502,0.502
18-Jul-17,0.503,0.503
19-Jul-17,0.504,0.504
20-Jul-17,0.504,0.504
21-Jul-17,0.508,0.508
22-Jul-17,0.505,0.505
23-Jul-17,0.508,0.508
24-Jul-17,0.503,0.503
25-Jul-17,0.502,0.502
26-Jul-17,0.496,0.496
27-Jul-17,0.503,0.503
28-Jul-17,0.473,0.473
29-Jul-17,0.477,0.477
30-Jul-17,0.477,0.477
31-Jul-17,0.476,0.476
1-Aug-17,0.476,0.476
2-Aug-17,0.479,0.479
3-Aug-17,0.48,0.48
4-Aug-17,0.482,0.482
5-Aug-17,0.473,0.473
6-Aug-17,0.471,0.471
7-Aug-17,0.472,0.472
8-Aug-17,0.475,0.475
9-Aug-17,0.481,0.481
10-Aug-17,0.477,0.477
11-Aug-17,0.476,0.476
12-Aug-17,0.478,0.478
13-Aug-17,0.479,0.479
14-Aug-17,0.466,0.466
15-Aug-17,0.467,0.467
16-Aug-17,0.461,0.461
17-Aug-17,0.462,0.462
18-Aug-17,0.438,0.438
19-Aug-17,0.44,0.44
20-Aug-17,0.442,0.442
21-Aug-17,0.474,0.474
22-Aug-17,0.476,0.476
23-Aug-17,0.477,0.477
24-Aug-17,0.478,0.478
25-Aug-17,0.474,0.474
26-Aug-17,0.476,0.476
27-Aug-17,0.479,0.479
28-Aug-17,0.483,0.483
29-Aug-17,0.485,0.485
30-Aug-17,0.498,0.498
31-Aug-17,0.5,0.5
1-Sep-17,0.518,0.518
2-Sep-17,0.521,0.521
3-Sep-17,0.523,0.523
4-Sep-17,0.526,0.526
5-Sep-17,0.402,0.402
6-Sep-17,0.372,0.372
7-Sep-17,0.375,0.375
8-Sep-17,0.351,0.351
9-Sep-17,0.355,0.355
10-Sep-17,0.351,0.351
11-Sep-17,0.415,0.415
12-Sep-17,0.416,0.416
13-Sep-17,0.418,0.418
14-Sep-17,0.419,0.419
15-Sep-17,0.421,0.421
16-Sep-17,0.424,0.424
17-Sep-17,0.427,0.427
18-Sep-17,0.429,0.429
19-Sep-17,0.434,0.434
20-Sep-17,0.432,0.432
21-Sep-17,0.43,0.43
22-Sep-17,0.436,0.436
23-Sep-17,0.419,0.419
24-Sep-17,0.434,0.434
25-Sep-17,0.434,0.434
26-Sep-17,0.415,0.415
27-Sep-17,0.388,0.388
28-Sep-17,0.388,0.388
29-Sep-17,0.388,0.388
30-Sep-17,0.388,0.388
1-Oct-17,0.39,0.39
2-Oct-17,0.392,0.392
3-Oct-17,0.394,0.394
4-Oct-17,0.396,0.396
5-Oct-17,0.376,0.376
6-Oct-17,0.339,0.339
7-Oct-17,0.342,0.342
8-Oct-17,0.344,0.344
9-Oct-17,,
10-Oct-17,,
11-Oct-17,,
12-Oct-17,,
13-Oct-17,,
14-Oct-17,,
15-Oct-17,,
16-Oct-17,,
17-Oct-17,,
18-Oct-17,,
19-Oct-17,,
20-Oct-17,,
21-Oct-17,,
22-Oct-17,,
23-Oct-17,,
24-Oct-17,,
25-Oct-17,,
26-Oct-17,,
27-Oct-17,,
28-Oct-17,,
29-Oct-17,,
30-Oct-17,,
31-Oct-17,,
1-Nov-17,,
2-Nov-17,,
3-Nov-17,,
4-Nov-17,,
5-Nov-17,,
6-Nov-17,,
7-Nov-17,,
8-Nov-17,,
9-Nov-17,,
10-Nov-17,,
11-Nov-17,,
12-Nov-17,,
13-Nov-17,,
14-Nov-17,,
15-Nov-17,,
16-Nov-17,,
17-Nov-17,,
18-Nov-17,,
19-Nov-17,,
20-Nov-17,,
21-Nov-17,,
22-Nov-17,,
23-Nov-17,,
24-Nov-17,,
25-Nov-17,,
26-Nov-17,,
27-Nov-17,,
28-Nov-17,,
29-Nov-17,,
30-Nov-17,,
1-Dec-17,,
2-Dec-17,,
3-Dec-17,,
4-Dec-17,,
5-Dec-17,,
6-Dec-17,,
7-Dec-17,,
8-Dec-17,,
9-Dec-17,,
10-Dec-17,,
11-Dec-17,,
12-Dec-17,,
13-Dec-17,,
14-Dec-17,,
15-Dec-17,,
16-Dec-17,,
17-Dec-17,,
18-Dec-17,,
19-Dec-17,,
20-Dec-17,,
21-Dec-17,,
22-Dec-17,,
23-Dec-17,,
24-Dec-17,,
25-Dec-17,,
26-Dec-17,,
27-Dec-17,,
28-Dec-17,,
29-Dec-17,,
30-Dec-17,,
31-Dec-17,,
1-Jan-18,,
2-Jan-18,,
3-Jan-18,,
4-Jan-18,,
5-Jan-18,,
6-Jan-18,,
7-Jan-18,,
8-Jan-18,,
9-Jan-18,,
10-Jan-18,,
11-Jan-18,,
12-Jan-18,,
13-Jan-18,,
14-Jan-18,,
15-Jan-18,,
16-Jan-18,,
17-Jan-18,,
18-Jan-18,,
19-Jan-18,,
20-Jan-18,,
21-Jan-18,,
22-Jan-18,,
23-Jan-18,,
24-Jan-18,,
25-Jan-18,,
26-Jan-18,,
27-Jan-18,,
28-Jan-18,,
29-Jan-18,,
30-Jan-18,,
31-Jan-18,,
1-Feb-18,,
2-Feb-18,,
3-Feb-18,,
4-Feb-18,,
5-Feb-18,,
6-Feb-18,,
7-Feb-18,,
8-Feb-18,,
9-Feb-18,,
10-Feb-18,,
11-Feb-18,,
12-Feb-18,,
13-Feb-18,,
14-Feb-18,,
15-Feb-18,,
16-Feb-18,,
17-Feb-18,,
18-Feb-18,,
19-Feb-18,,
20-Feb-18,,
21-Feb-18,0.022,0.022
22-Feb-18,-0.037,-0.037
23-Feb-18,-0.036,-0.036
24-Feb-18,-0.036,-0.036
25-Feb-18,-0.035,-0.035
26-Feb-18,-0.035,-0.035
27-Feb-18,-0.034,-0.034
28-Feb-18,-0.033,-0.033
1-Mar-18,-0.032,-0.032
2-Mar-18,-0.033,-0.033
3-Mar-18,-0.033,-0.033
4-Mar-18,-0.032,-0.032
5-Mar-18,-0.032,-0.032
6-Mar-18,-0.031,-0.031
7-Mar-18,-0.03,-0.03
8-Mar-18,-0.03,-0.03
9-Mar-18,-0.032,-0.032
10-Mar-18,-0.035,-0.035
11-Mar-18,-0.034,-0.034
12-Mar-18,-0.033,-0.033
13-Mar-18,-0.033,-0.033
14-Mar-18,-0.038,-0.038
15-Mar-18,-0.038,-0.038
16-Mar-18,-0.021,-0.021
17-Mar-18,-0.039,-0.039
18-Mar-18,-0.037,-0.037
19-Mar-18,-0.037,-0.037
20-Mar-18,-0.037,-0.037
21-Mar-18,-0.037,-0.037
22-Mar-18,-0.038,-0.038
23-Mar-18,-0.038,-0.038
24-Mar-18,-0.038,-0.038
25-Mar-18,-0.037,-0.037
26-Mar-18,-0.037,-0.037
27-Mar-18,-0.037,-0.037
28-Mar-18,-0.038,-0.038
29-Mar-18,-0.038,-0.038
30-Mar-18,-0.038,-0.038
31-Mar-18,-0.038,-0.038
1-Apr-18,-0.038,-0.038
2-Apr-18,-0.038,-0.038
3-Apr-18,-0.036,-0.036
4-Apr-18,-0.035,-0.035
5-Apr-18,-0.035,-0.035
6-Apr-18,-0.036,-0.036
7-Apr-18,-0.034,-0.034
8-Apr-18,-0.035,-0.035
9-Apr-18,-0.035,-0.035
10-Apr-18,-0.035,-0.035
11-Apr-18,-0.034,-0.034
12-Apr-18,-0.035,-0.035
13-Apr-18,-0.034,-0.034
14-Apr-18,-0.033,-0.033
15-Apr-18,-0.033,-0.033
16-Apr-18,-0.033,-0.033
17-Apr-18,-0.033,-0.033
18-Apr-18,-0.033,-0.033
19-Apr-18,-0.033,-0.033
20-Apr-18,-0.033,-0.033
21-Apr-18,-0.033,-0.033
22-Apr-18,-0.034,-0.034
23-Apr-18,-0.034,-0.034
24-Apr-18,-0.034,-0.034
25-Apr-18,-0.034,-0.034
26-Apr-18,-0.034,-0.034
27-Apr-18,-0.034,-0.034
28-Apr-18,-0.035,-0.035
29-Apr-18,-0.035,-0.035
30-Apr-18,-0.035,-0.035
1-May-18,-0.036,-0.036
2-May-18,-0.036,-0.036
3-May-18,-0.036,-0.036
4-May-18,-0.036,-0.036
5-May-18,-0.037,-0.037
6-May-18,-0.037,-0.037
7-May-18,-0.037,-0.037
8-May-18,-0.034,-0.034
9-May-18,-0.034,-0.034
10-May-18,-0.037,-0.037
11-May-18,-0.038,-0.038
12-May-18,-0.038,-0.038
13-May-18,-0.04,-0.04
14-May-18,-0.04,-0.04
15-May-18,-0.045,-0.045
16-May-18,-0.049,-0.049
17-May-18,-0.053,-0.053
18-May-18,-0.067,-0.067
19-May-18,-0.083,-0.083
20-May-18,-0.082,-0.082
21-May-18,-0.082,-0.082
22-May-18,-0.063,-0.063
23-May-18,-0.062,-0.062
24-May-18,-0.061,-0.061
25-May-18,-0.061,-0.061
26-May-18,-0.05,-0.05
27-May-18,-0.049,-0.049
28-May-18,-0.048,-0.048
29-May-18,-0.041,-0.041
30-May-18,-0.033,-0.033
31-May-18,-0.033,-0.033
1-Jun-18,-0.033,-0.033
2-Jun-18,-0.033,-0.033
3-Jun-18,-0.033,-0.033
4-Jun-18,,
5-Jun-18,,
6-Jun-18,,
7-Jun-18,,
8-Jun-18,,
9-Jun-18,,
10-Jun-18,,
11-Jun-18,,
12-Jun-18,,
13-Jun-18,0.296,0.296
14-Jun-18,0.296,0.296
15-Jun-18,0.283,0.283
16-Jun-18,0.283,0.283
17-Jun-18,0.284,0.284
18-Jun-18,0.304,0.304
19-Jun-18,0.306,0.306
20-Jun-18,0.305,0.305
21-Jun-18,0.304,0.304
22-Jun-18,0.303,0.303
23-Jun-18,0.331,0.331
24-Jun-18,0.332,0.332
25-Jun-18,0.353,0.353
26-Jun-18,0.357,0.357
27-Jun-18,0.361,0.361
28-Jun-18,0.362,0.362
29-Jun-18,0.364,0.364
30-Jun-18,0.365,0.365
1-Jul-18,0.383,0.383
2-Jul-18,0.384,0.384
3-Jul-18,0.381,0.381
4-Jul-18,0.387,0.387
5-Jul-18,0.41,0.41
6-Jul-18,0.411,0.411
7-Jul-18,0.425,0.425
8-Jul-18,0.437,0.437
9-Jul-18,0.454,0.454
10-Jul-18,0.454,0.454
11-Jul-18,0.473,0.473
12-Jul-18,0.473,0.473
13-Jul-18,0.484,0.484
14-Jul-18,0.484,0.484
15-Jul-18,0.488,0.488
16-Jul-18,0.492,0.492
17-Jul-18,0.491,0.491
18-Jul-18,0.489,0.489
19-Jul-18,0.491,0.491
20-Jul-18,0.491,0.491
21-Jul-18,0.496,0.496
22-Jul-18,0.496,0.496
23-Jul-18,0.477,0.477
24-Jul-18,0.477,0.477
25-Jul-18,0.477,0.477
26-Jul-18,0.477,0.477
27-Jul-18,0.473,0.473
28-Jul-18,0.473,0.473
29-Jul-18,0.473,0.473
30-Jul-18,0.474,0.474
31-Jul-18,0.474,0.474
1-Aug-18,0.473,0.473
2-Aug-18,0.478,0.478
3-Aug-18,0.488,0.488
4-Aug-18,0.501,0.501
5-Aug-18,0.494,0.494
6-Aug-18,0.495,0.495
7-Aug-18,0.496,0.496
8-Aug-18,0.497,0.497
9-Aug-18,0.493,0.493
10-Aug-18,0.494,0.494
11-Aug-18,0.482,0.482
12-Aug-18,0.482,0.482
13-Aug-18,0.483,0.483
14-Aug-18,0.484,0.484
15-Aug-18,0.49,0.49
16-Aug-18,0.508,0.508
17-Aug-18,0.508,0.508
18-Aug-18,0.517,0.517
19-Aug-18,0.517,0.517
20-Aug-18,0.516,0.516
21-Aug-18,0.496,0.496
22-Aug-18,0.496,0.496
23-Aug-18,0.496,0.496
24-Aug-18,0.497,0.497
25-Aug-18,0.498,0.498
26-Aug-18,0.498,0.498
27-Aug-18,0.516,0.516
28-Aug-18,0.516,0.516
29-Aug-18,0.516,0.516
30-Aug-18,0.516,0.516
31-Aug-18,0.507,0.507
1-Sep-18,0.537,0.537
2-Sep-18,0.537,0.537
3-Sep-18,,
4-Sep-18,,
5-Sep-18,,
6-Sep-18,,
7-Sep-18,0.42,0.42
8-Sep-18,0.468,0.468
9-Sep-18,0.458,0.458
10-Sep-18,0.459,0.459
11-Sep-18,0.461,0.461
12-Sep-18,0.462,0.462
13-Sep-18,0.457,0.457
14-Sep-18,0.464,0.464
15-Sep-18,0.464,0.464
16-Sep-18,0.465,0.465
17-Sep-18,0.466,0.466
18-Sep-18,0.467,0.467
19-Sep-18,0.468,0.468
20-Sep-18,0.47,0.47
21-Sep-18,0.47,0.47
22-Sep-18,0.472,0.472
23-Sep-18,0.472,0.472
24-Sep-18,0.486,0.486
25-Sep-18,0.51,0.51
26-Sep-18,0.516,0.516
27-Sep-18,0.109,0.109
28-Sep-18,0.109,0.109
29-Sep-18,0.109,0.109
30-Sep-18,0.112,0.112
1-Oct-18,0.112,0.112
2-Oct-18,0.112,0.112
3-Oct-18,0.084,0.084
4-Oct-18,0.046,0.046
5-Oct-18,0.043,0.043
6-Oct-18,0.041,0.041
7-Oct-18,0.038,0.038
8-Oct-18,0.035,0.035
9-Oct-18,0.031,0.031
10-Oct-18,0.054,0.054
11-Oct-18,0.095,0.095
12-Oct-18,0.031,0.031
13-Oct-18,0.029,0.029
14-Oct-18,0.026,0.026
15-Oct-18,0.118,0.118
16-Oct-18,0.008,0.008
17-Oct-18,0.006,0.006
18-Oct-18,0.004,0.004
19-Oct-18,0.016,0.016
20-Oct-18,-0.031,-0.031
21-Oct-18,-0.031,-0.031
22-Oct-18,-0.031,-0.031
23-Oct-18,-0.032,-0.032
24-Oct-18,-0.032,-0.032
25-Oct-18,-0.032,-0.032
26-Oct-18,-0.032,-0.032
27-Oct-18,-0.032,-0.032
28-Oct-18,,
29-Oct-18,,
30-Oct-18,,
31-Oct-18,,
1-Nov-18,,
2-Nov-18,,
3-Nov-18,,
4-Nov-18,,
5-Nov-18,,
6-Nov-18,,
7-Nov-18,,
8-Nov-18,,
9-Nov-18,,
10-Nov-18,,
11-Nov-18,,
12-Nov-18,,
13-Nov-18,,
14-Nov-18,,
15-Nov-18,,
16-Nov-18,,
17-Nov-18,,
18-Nov-18,,
19-Nov-18,,
20-Nov-18,,
21-Nov-18,,
22-Nov-18,,
23-Nov-18,,
24-Nov-18,,
25-Nov-18,,
26-Nov-18,,
27-Nov-18,,
28-Nov-18,,
29-Nov-18,,
30-Nov-18,,
1-Dec-18,,
2-Dec-18,,
3-Dec-18,,
4-Dec-18,,
5-Dec-18,,
6-Dec-18,,
7-Dec-18,,
8-Dec-18,,
9-Dec-18,,
10-Dec-18,,
11-Dec-18,,
12-Dec-18,,
13-Dec-18,,
14-Dec-18,,
15-Dec-18,,
16-Dec-18,,
17-Dec-18,,
18-Dec-18,,
19-Dec-18,,
20-Dec-18,,
21-Dec-18,,
22-Dec-18,,
23-Dec-18,,
24-Dec-18,,
25-Dec-18,,
26-Dec-18,,
27-Dec-18,,
28-Dec-18,,
29-Dec-18,,
30-Dec-18,,
31-Dec-18,,
1-Jan-19,,
2-Jan-19,,
3-Jan-19,,
4-Jan-19,,
5-Jan-19,,
6-Jan-19,,
7-Jan-19,,
8-Jan-19,,
9-Jan-19,,
10-Jan-19,,
11-Jan-19,,
12-Jan-19,,
13-Jan-19,,
14-Jan-19,,
15-Jan-19,,
16-Jan-19,,
17-Jan-19,,
18-Jan-19,,
19-Jan-19,,
20-Jan-19,,
21-Jan-19,,
22-Jan-19,,
23-Jan-19,,
24-Jan-19,,
25-Jan-19,,
26-Jan-19,,
27-Jan-19,,
28-Jan-19,,
29-Jan-19,,
30-Jan-19,,
31-Jan-19,,
1-Feb-19,,
2-Feb-19,,
3-Feb-19,,
4-Feb-19,,
5-Feb-19,,
6-Feb-19,,
7-Feb-19,,
8-Feb-19,,
9-Feb-19,,
10-Feb-19,,
11-Feb-19,,
12-Feb-19,,
13-Feb-19,,
14-Feb-19,,
15-Feb-19,,
16-Feb-19,,
17-Feb-19,,
18-Feb-19,,
19-Feb-19,-0.046,-0.046
20-Feb-19,-0.039,-0.039
21-Feb-19,-0.046,-0.046
22-Feb-19,-0.046,-0.046
23-Feb-19,-0.045,-0.045
24-Feb-19,-0.045,-0.045
25-Feb-19,-0.046,-0.046
26-Feb-19,-0.046,-0.046
27-Feb-19,-0.046,-0.046
28-Feb-19,-0.046,-0.046
1-Mar-19,-0.046,-0.046
2-Mar-19,-0.045,-0.045
3-Mar-19,-0.046,-0.046
4-Mar-19,-0.046,-0.046
5-Mar-19,-0.046,-0.046
6-Mar-19,-0.037,-0.037
7-Mar-19,-0.037,-0.037
8-Mar-19,-0.037,-0.037
9-Mar-19,-0.037,-0.037
10-Mar-19,-0.037,-0.037
11-Mar-19,-0.037,-0.037
12-Mar-19,-0.037,-0.037
13-Mar-19,-0.038,-0.038
14-Mar-19,-0.038,-0.038
15-Mar-19,-0.037,-0.037
16-Mar-19,-0.037,-0.037
17-Mar-19,-0.037,-0.037
18-Mar-19,-0.037,-0.037
19-Mar-19,-0.038,-0.038
20-Mar-19,-0.038,-0.038
21-Mar-19,-0.038,-0.038
22-Mar-19,-0.044,-0.044
23-Mar-19,-0.044,-0.044
24-Mar-19,-0.045,-0.045
25-Mar-19,-0.044,-0.044
26-Mar-19,-0.044,-0.044
27-Mar-19,-0.047,-0.047
28-Mar-19,-0.046,-0.046
29-Mar-19,-0.046,-0.046
30-Mar-19,-0.046,-0.046
31-Mar-19,-0.046,-0.046
1-Apr-19,-0.046,-0.046
2-Apr-19,-0.046,-0.046
3-Apr-19,-0.046,-0.046
4-Apr-19,-0.046,-0.046
5-Apr-19,-0.046,-0.046
6-Apr-19,-0.046,-0.046
7-Apr-19,-0.047,-0.047
8-Apr-19,-0.048,-0.048
9-Apr-19,-0.047,-0.047
10-Apr-19,-0.047,-0.047
11-Apr-19,-0.047,-0.047
12-Apr-19,-0.037,-0.037
13-Apr-19,-0.037,-0.037
14-Apr-19,-0.047,-0.047
15-Apr-19,-0.033,-0.033
16-Apr-19,-0.046,-0.046
17-Apr-19,-0.053,-0.053
18-Apr-19,-0.051,-0.051
19-Apr-19,-0.051,-0.051
20-Apr-19,-0.051,-0.051
21-Apr-19,-0.051,-0.051
22-Apr-19,-0.051,-0.051
23-Apr-19,-0.051,-0.051
24-Apr-19,-0.051,-0.051
25-Apr-19,-0.048,-0.048
26-Apr-19,-0.047,-0.047
27-Apr-19,-0.047,-0.047
28-Apr-19,-0.047,-0.047
29-Apr-19,-0.029,-0.029
30-Apr-19,-0.029,-0.029
1-May-19,-0.028,-0.028
2-May-19,-0.03,-0.03
3-May-19,-0.03,-0.03
4-May-19,-0.03,-0.03
5-May-19,-0.03,-0.03
6-May-19,-0.04,-0.04
7-May-19,-0.044,-0.044
8-May-19,-0.046,-0.046
9-May-19,-0.045,-0.045
10-May-19,-0.049,-0.049
11-May-19,-0.057,-0.057
12-May-19,-0.061,-0.061
13-May-19,-0.064,-0.064
14-May-19,-0.068,-0.068
15-May-19,-0.066,-0.066
16-May-19,-0.067,-0.067
17-May-19,-0.067,-0.067
18-May-19,-0.067,-0.067
19-May-19,-0.067,-0.067
20-May-19,-0.067,-0.067
21-May-19,-0.066,-0.066
22-May-19,-0.066,-0.066
23-May-19,-0.065,-0.065
24-May-19,-0.065,-0.065
25-May-19,-0.067,-0.067
26-May-19,0.331,0.331
27-May-19,0.33,0.33
28-May-19,0.327,0.327
29-May-19,0.328,0.328
30-May-19,0.326,0.326
31-May-19,0.333,0.333
1-Jun-19,0.34,0.34
2-Jun-19,0.34,0.34
3-Jun-19,0.342,0.342
4-Jun-19,0.344,0.344
5-Jun-19,0.345,0.345
6-Jun-19,0.349,0.349
7-Jun-19,0.355,0.355
8-Jun-19,0.355,0.355
9-Jun-19,0.357,0.357
10-Jun-19,,
11-Jun-19,0.363,0.363
12-Jun-19,0.363,0.363
13-Jun-19,0.374,0.374
14-Jun-19,0.376,0.376
15-Jun-19,0.382,0.382
16-Jun-19,0.384,0.384
17-Jun-19,0.385,0.385
