Date,NDVI_FishIsland,NDVI_Footprint,NDVI_FishIsland_Daily
28-Mar-10,-0.042,-0.049,-0.044
29-Mar-10,-0.04,-0.05,-0.037
30-Mar-10,-0.044,-0.051,-0.033
31-Mar-10,-0.045,-0.051,-0.036
1-Apr-10,-0.045,-0.051,-0.036
2-Apr-10,-0.043,-0.05,-0.038
3-Apr-10,-0.043,-0.05,-0.033
4-Apr-10,-0.044,-0.05,-0.03
5-Apr-10,-0.04,-0.05,-0.034
6-Apr-10,-0.037,-0.039,-0.034
7-Apr-10,-0.036,-0.04,-0.032
8-Apr-10,-0.036,-0.042,-0.027
9-Apr-10,-0.038,-0.044,-0.03
10-Apr-10,-0.04,-0.044,-0.019
11-Apr-10,-0.042,-0.045,-0.03
12-Apr-10,-0.043,-0.042,-0.044
13-Apr-10,-0.047,-0.044,-0.04
14-Apr-10,-0.049,-0.055,-0.041
15-Apr-10,-0.048,-0.055,-0.05
16-Apr-10,-0.047,-0.056,-0.054
17-Apr-10,-0.047,-0.054,-0.053
18-Apr-10,-0.047,-0.048,-0.053
19-Apr-10,-0.047,-0.048,-0.052
20-Apr-10,-0.048,-0.048,-0.075
21-Apr-10,-0.052,-0.057,-0.057
22-Apr-10,-0.051,-0.057,-0.029
23-Apr-10,-0.052,-0.058,-0.039
24-Apr-10,-0.053,-0.059,-0.046
25-Apr-10,-0.052,-0.059,-0.053
26-Apr-10,-0.053,-0.061,-0.042
27-Apr-10,-0.056,-0.062,-0.049
28-Apr-10,-0.056,-0.064,-0.047
29-Apr-10,-0.052,-0.063,-0.032
30-Apr-10,-0.051,-0.063,-0.048
1-May-10,-0.051,-0.064,-0.049
2-May-10,-0.051,-0.064,-0.052
3-May-10,-0.052,-0.064,-0.053
4-May-10,-0.053,-0.063,-0.038
5-May-10,-0.052,-0.064,-0.042
6-May-10,-0.055,-0.063,-0.054
7-May-10,-0.054,-0.066,-0.05
8-May-10,-0.056,-0.069,-0.108
9-May-10,-0.056,-0.069,-0.018
10-May-10,-0.058,-0.07,-0.059
11-May-10,-0.062,-0.072,-0.035
12-May-10,-0.065,-0.074,-0.054
13-May-10,-0.064,-0.075,-0.06
14-May-10,-0.065,-0.072,-0.058
15-May-10,-0.064,-0.074,-0.071
16-May-10,-0.067,-0.071,-0.063
17-May-10,-0.067,-0.063,-0.052
18-May-10,-0.066,-0.065,-0.079
19-May-10,-0.067,-0.065,-0.084
20-May-10,-0.066,-0.065,-0.082
21-May-10,-0.069,-0.072,-0.075
22-May-10,-0.072,-0.077,-0.072
23-May-10,-0.074,-0.079,-0.075
24-May-10,-0.076,-0.079,-0.073
25-May-10,-0.076,-0.079,-0.083
26-May-10,-0.073,-0.079,-0.054
27-May-10,-0.071,-0.079,-0.036
28-May-10,-0.071,-0.08,0.002
29-May-10,-0.07,-0.08,0.002
30-May-10,-0.065,-0.067,-0.011
31-May-10,-0.043,-0.076,0.015
1-Jun-10,0.005,-0.068,-0.006
2-Jun-10,0.123,0.204,-0.165
3-Jun-10,0.198,0.203,-0.02
4-Jun-10,0.197,0.196,0.128
5-Jun-10,0.201,0.196,0.219
6-Jun-10,0.201,0.195,0.215
7-Jun-10,0.2,0.194,0.196
8-Jun-10,0.2,0.192,0.244
9-Jun-10,0.23,0.197,0.191
10-Jun-10,0.23,0.197,0.236
11-Jun-10,0.278,0.244,0.222
12-Jun-10,0.281,0.246,0.243
13-Jun-10,0.287,0.246,0.16
14-Jun-10,0.291,0.247,0.041
15-Jun-10,0.309,0.272,0.03
16-Jun-10,0.324,0.305,0.298
17-Jun-10,0.34,0.308,0.114
18-Jun-10,0.345,0.321,0.336
19-Jun-10,0.351,0.317,0.29
20-Jun-10,0.36,0.323,0.312
21-Jun-10,0.357,0.314,0.271
22-Jun-10,0.359,0.314,0.339
23-Jun-10,0.36,0.311,0.38
24-Jun-10,0.366,0.322,0.36
25-Jun-10,0.371,0.327,0.382
26-Jun-10,0.371,0.328,0.048
27-Jun-10,0.375,0.331,0.008
28-Jun-10,0.395,0.354,0.027
29-Jun-10,0.402,0.361,0.505
30-Jun-10,0.404,0.362,0.561
1-Jul-10,0.412,0.369,0.334
2-Jul-10,0.434,0.4,0.358
3-Jul-10,0.454,0.418,0.1
4-Jul-10,0.463,0.427,0.006
5-Jul-10,0.464,0.428,0.468
6-Jul-10,0.473,0.436,0.119
7-Jul-10,0.473,0.436,0.105
8-Jul-10,0.481,0.44,0.302
9-Jul-10,0.483,0.442,0.511
10-Jul-10,0.497,0.452,0.466
11-Jul-10,0.496,0.443,0.375
12-Jul-10,0.496,0.443,0.047
13-Jul-10,0.497,0.445,0.17
14-Jul-10,0.526,0.461,0.008
15-Jul-10,0.52,0.46,0.387
16-Jul-10,0.523,0.461,0.527
17-Jul-10,0.523,0.462,0.153
18-Jul-10,0.536,0.472,0.53
19-Jul-10,0.548,0.488,-0.029
20-Jul-10,0.561,0.504,0.389
21-Jul-10,0.561,0.503,0.542
22-Jul-10,0.559,0.501,0.459
23-Jul-10,0.56,0.502,0.281
24-Jul-10,0.562,0.509,0.039
25-Jul-10,0.564,0.51,0.122
26-Jul-10,0.564,0.511,0.522
27-Jul-10,0.57,0.516,0.583
28-Jul-10,0.57,0.522,0.479
29-Jul-10,0.567,0.515,0.005
30-Jul-10,0.56,0.51,0.006
31-Jul-10,0.568,0.512,0.548
1-Aug-10,0.568,0.512,0.215
2-Aug-10,0.568,0.511,0.042
3-Aug-10,0.568,0.511,0.074
4-Aug-10,0.569,0.515,0.549
5-Aug-10,0.558,0.497,0.558
6-Aug-10,0.56,0.502,0.046
7-Aug-10,0.557,0.505,-0.022
8-Aug-10,0.556,0.501,0.015
9-Aug-10,0.559,0.495,0.503
10-Aug-10,0.564,0.501,0.383
11-Aug-10,0.587,0.54,0.014
12-Aug-10,0.598,0.55,0.048
13-Aug-10,0.595,0.544,0.122
14-Aug-10,0.601,0.555,0.633
15-Aug-10,0.602,0.555,0.59
16-Aug-10,0.602,0.556,0.576
17-Aug-10,0.603,0.557,0.592
18-Aug-10,0.604,0.561,0.56
19-Aug-10,0.604,0.563,0.596
20-Aug-10,0.604,0.563,0.436
21-Aug-10,0.604,0.563,0.059
22-Aug-10,0.604,0.563,0.09
23-Aug-10,0.594,0.547,0.024
24-Aug-10,0.587,0.542,0.055
25-Aug-10,0.579,0.54,0.085
26-Aug-10,0.559,0.522,0.065
27-Aug-10,0.527,0.461,0.069
28-Aug-10,0.488,0.425,0.454
29-Aug-10,0.474,0.412,0.018
30-Aug-10,0.475,0.412,0.475
31-Aug-10,0.471,0.418,0.094
1-Sep-10,0.472,0.419,0.157
2-Sep-10,0.472,0.42,0.436
3-Sep-10,0.473,0.421,0.371
4-Sep-10,0.464,0.427,0.367
5-Sep-10,0.463,0.428,0.457
6-Sep-10,0.461,0.42,0.002
7-Sep-10,0.46,0.427,0.464
8-Sep-10,0.453,0.417,0.048
9-Sep-10,0.454,0.419,0.085
10-Sep-10,0.455,0.42,0.035
11-Sep-10,0.456,0.427,0.455
12-Sep-10,0.442,0.423,0.308
13-Sep-10,0.441,0.426,-0.001
14-Sep-10,0.431,0.425,0.364
15-Sep-10,0.432,0.425,0.254
16-Sep-10,0.417,0.419,0.13
17-Sep-10,0.416,0.418,0.01
18-Sep-10,0.408,0.397,0.163
19-Sep-10,0.408,0.395,0.424
20-Sep-10,0.397,0.373,0.038
21-Sep-10,0.389,0.374,-0.002
22-Sep-10,0.389,0.374,0.094
23-Sep-10,0.38,0.366,0.164
24-Sep-10,0.293,0.363,0.293
25-Sep-10,0.292,0.362,0.281
26-Sep-10,0.203,0.309,0.01
27-Sep-10,0.03,0.037,0.022
28-Sep-10,0.03,0.037,0.022
29-Sep-10,0.029,0.023,0.03
30-Sep-10,0.03,0.041,0.01
1-Oct-10,0.042,0.065,-0.016
2-Oct-10,0.042,0.064,-0.009
3-Oct-10,0.042,0.064,-0.031
4-Oct-10,0.037,0.064,-0.012
5-Oct-10,0.029,0.026,-0.003
6-Oct-10,0.03,0.026,-0.008
7-Oct-10,0.015,0.052,-0.014
8-Oct-10,-0.018,-0.008,-0.019
9-Oct-10,-0.018,-0.008,-0.011
10-Oct-10,-0.017,-0.003,-0.035
11-Oct-10,-0.041,-0.066,-0.033
12-Oct-10,-0.039,-0.035,-0.033
13-Oct-10,-0.039,-0.036,-0.033
14-Oct-10,-0.038,-0.036,-0.02
15-Oct-10,-0.038,-0.037,-0.052
16-Oct-10,-0.04,-0.072,-0.046
17-Oct-10,-0.047,-0.1,-0.054
18-Oct-10,-0.047,-0.1,-0.097
19-Oct-10,-0.046,-0.1,-0.047
20-Oct-10,-0.045,-0.1,-0.044
21-Oct-10,-0.044,-0.1,-0.05
22-Oct-10,-0.042,-0.1,-0.045
23-Oct-10,-0.091,-0.1,-0.063
24-Oct-10,-0.089,-0.1,-0.078
25-Oct-10,-0.087,-0.1,-0.08
26-Oct-10,-0.085,-0.1,-0.079
27-Oct-10,,,-0.03
28-Oct-10,,,-0.046
29-Oct-10,,,-0.06
30-Oct-10,,,-0.035
31-Oct-10,,,-0.193
1-Nov-10,,,-0.132
2-Nov-10,,,-0.069
3-Nov-10,,,-0.086
4-Nov-10,,,0.105
5-Nov-10,,,0.226
6-Nov-10,,,0.038
7-Nov-10,,,0.089
8-Nov-10,,,0.102
9-Nov-10,,,-0.011
10-Nov-10,,,0.084
11-Nov-10,,,0.053
12-Nov-10,,,0.133
13-Nov-10,,,0.115
14-Nov-10,,,-0.052
15-Nov-10,,,-0.032
16-Nov-10,,,0.123
17-Nov-10,,,0.088
18-Nov-10,,,0.244
19-Nov-10,,,-0.041
20-Nov-10,,,-0.043
21-Nov-10,,,-0.07
22-Nov-10,,,-0.01
23-Nov-10,,,-0.061
24-Nov-10,,,-0.119
25-Nov-10,,,0.031
26-Nov-10,,,-0.075
27-Nov-10,,,0.166
28-Nov-10,,,0.064
29-Nov-10,,,0.086
30-Nov-10,,,-0.007
1-Dec-10,,,
2-Dec-10,,,
3-Dec-10,,,
4-Dec-10,,,
5-Dec-10,,,
6-Dec-10,,,
7-Dec-10,,,
8-Dec-10,,,
9-Dec-10,,,
10-Dec-10,,,
11-Dec-10,,,
12-Dec-10,,,
13-Dec-10,,,
14-Dec-10,,,
15-Dec-10,,,
16-Dec-10,,,
17-Dec-10,,,
18-Dec-10,,,
19-Dec-10,,,
20-Dec-10,,,
21-Dec-10,,,
22-Dec-10,,,
23-Dec-10,,,
24-Dec-10,,,
25-Dec-10,,,
26-Dec-10,,,
27-Dec-10,,,
28-Dec-10,,,
29-Dec-10,,,
30-Dec-10,,,
31-Dec-10,,,
1-Jan-11,,,
2-Jan-11,,,
3-Jan-11,,,
4-Jan-11,,,
5-Jan-11,,,
6-Jan-11,,,
7-Jan-11,,,
8-Jan-11,,,
9-Jan-11,,,
10-Jan-11,,,
11-Jan-11,,,
12-Jan-11,,,
13-Jan-11,,,
14-Jan-11,,,
15-Jan-11,,,
16-Jan-11,,,
17-Jan-11,,,
18-Jan-11,,,
19-Jan-11,,,
20-Jan-11,,,
21-Jan-11,,,
22-Jan-11,,,
23-Jan-11,,,
24-Jan-11,,,
25-Jan-11,,,
26-Jan-11,,,
27-Jan-11,,,
28-Jan-11,,,
29-Jan-11,,,
30-Jan-11,,,
31-Jan-11,,,
1-Feb-11,,,-0.005
2-Feb-11,,,-0.174
3-Feb-11,,,0.009
4-Feb-11,,,0.118
5-Feb-11,,,0.125
6-Feb-11,,,-0.142
7-Feb-11,,,-0.029
8-Feb-11,,,-0.082
9-Feb-11,,,-0.109
10-Feb-11,,,-0.203
11-Feb-11,,,-0.081
12-Feb-11,,,-0.06
13-Feb-11,,,-0.042
14-Feb-11,,,-0.073
15-Feb-11,,,-0.068
16-Feb-11,,,-0.03
17-Feb-11,,,-0.047
18-Feb-11,,,-0.083
19-Feb-11,,,-0.047
20-Feb-11,-0.055,-0.062,-0.047
21-Feb-11,-0.055,-0.062,-0.028
22-Feb-11,-0.055,-0.063,-0.074
23-Feb-11,-0.056,-0.063,-0.039
24-Feb-11,-0.056,-0.063,-0.054
25-Feb-11,-0.045,-0.041,-0.043
26-Feb-11,-0.045,-0.041,-0.056
27-Feb-11,-0.045,-0.042,-0.038
28-Feb-11,-0.045,-0.041,-0.031
1-Mar-11,-0.041,-0.036,-0.024
2-Mar-11,-0.04,-0.035,-0.032
3-Mar-11,-0.04,-0.035,-0.033
4-Mar-11,-0.04,-0.035,-0.033
5-Mar-11,-0.036,-0.034,-0.038
6-Mar-11,-0.034,-0.034,-0.04
7-Mar-11,-0.035,-0.033,-0.022
8-Mar-11,-0.034,-0.032,-0.031
9-Mar-11,-0.035,-0.032,-0.032
10-Mar-11,-0.035,-0.032,-0.017
11-Mar-11,-0.035,-0.032,-0.039
12-Mar-11,-0.035,-0.032,-0.026
13-Mar-11,-0.033,-0.033,-0.032
14-Mar-11,-0.034,-0.033,-0.034
15-Mar-11,-0.034,-0.033,-0.033
16-Mar-11,-0.035,-0.033,-0.039
17-Mar-11,-0.035,-0.033,-0.023
18-Mar-11,-0.036,-0.033,-0.025
19-Mar-11,-0.036,-0.033,-0.028
20-Mar-11,-0.036,-0.033,-0.028
21-Mar-11,-0.039,-0.033,-0.027
22-Mar-11,-0.037,-0.034,-0.035
23-Mar-11,-0.038,-0.034,-0.035
24-Mar-11,-0.033,-0.038,-0.039
25-Mar-11,-0.033,-0.038,-0.041
26-Mar-11,-0.033,-0.038,-0.04
27-Mar-11,-0.033,-0.038,-0.047
28-Mar-11,-0.04,-0.037,-0.033
29-Mar-11,-0.039,-0.037,-0.029
30-Mar-11,-0.039,-0.037,-0.02
31-Mar-11,-0.04,-0.037,-0.036
1-Apr-11,-0.039,-0.037,-0.031
2-Apr-11,-0.037,-0.035,-0.03
3-Apr-11,-0.037,-0.035,-0.035
4-Apr-11,-0.037,-0.035,-0.036
5-Apr-11,-0.038,-0.035,-0.039
6-Apr-11,-0.037,-0.035,-0.034
7-Apr-11,-0.037,-0.035,-0.037
8-Apr-11,-0.036,-0.035,-0.029
9-Apr-11,-0.034,-0.033,-0.031
10-Apr-11,-0.034,-0.033,-0.034
11-Apr-11,-0.033,-0.033,-0.029
12-Apr-11,-0.033,-0.033,-0.033
13-Apr-11,-0.033,-0.033,-0.03
14-Apr-11,-0.033,-0.033,-0.032
15-Apr-11,-0.032,-0.033,-0.033
16-Apr-11,-0.032,-0.033,-0.032
17-Apr-11,-0.032,-0.033,-0.037
18-Apr-11,-0.032,-0.034,-0.023
19-Apr-11,-0.031,-0.033,-0.066
20-Apr-11,-0.03,-0.033,-0.027
21-Apr-11,-0.03,-0.033,-0.028
22-Apr-11,-0.031,-0.034,-0.033
23-Apr-11,-0.032,-0.035,-0.031
24-Apr-11,-0.033,-0.035,-0.047
25-Apr-11,-0.034,-0.036,-0.033
26-Apr-11,-0.034,-0.036,-0.034
27-Apr-11,-0.035,-0.037,-0.017
28-Apr-11,-0.035,-0.037,-0.02
29-Apr-11,-0.036,-0.037,-0.033
30-Apr-11,-0.036,-0.037,-0.037
1-May-11,-0.036,-0.038,-0.077
2-May-11,-0.037,-0.037,-0.04
3-May-11,-0.037,-0.037,-0.043
4-May-11,-0.037,-0.037,-0.037
5-May-11,-0.039,-0.038,-0.036
6-May-11,-0.038,-0.037,-0.04
7-May-11,-0.038,-0.037,-0.023
8-May-11,-0.038,-0.038,-0.057
9-May-11,-0.037,-0.037,-0.035
10-May-11,-0.048,-0.046,-0.026
11-May-11,-0.05,-0.048,-0.074
12-May-11,-0.051,-0.048,-0.031
13-May-11,-0.057,-0.05,-0.03
14-May-11,-0.058,-0.05,-0.024
15-May-11,-0.066,-0.055,-0.053
16-May-11,-0.064,-0.058,-0.043
17-May-11,-0.064,-0.058,-0.088
18-May-11,-0.064,-0.059,-0.088
19-May-11,-0.064,-0.059,-0.061
20-May-11,-0.064,-0.058,-0.029
21-May-11,-0.066,-0.058,-0.062
22-May-11,-0.071,-0.078,-0.06
23-May-11,-0.063,-0.051,-0.038
24-May-11,-0.058,-0.05,0.018
25-May-11,-0.021,-0.05,0.094
26-May-11,0.033,0.134,0.095
27-May-11,0.038,0.134,0.119
28-May-11,0.067,0.217,0.101
29-May-11,0.044,-0.059,0.115
30-May-11,-0.026,-0.059,-0.012
31-May-11,-0.016,-0.06,-0.083
1-Jun-11,0.015,0.07,-0.034
2-Jun-11,0.083,0.186,-0.019
3-Jun-11,0.089,0.189,0.054
4-Jun-11,0.092,0.12,0.109
5-Jun-11,0.104,0.121,0.092
6-Jun-11,0.103,0.121,0.163
7-Jun-11,0.138,0.205,0.044
8-Jun-11,0.179,0.177,0.018
9-Jun-11,0.224,0.201,0.091
10-Jun-11,0.225,0.199,-0.055
11-Jun-11,0.225,0.2,0.002
12-Jun-11,0.225,0.2,0.022
13-Jun-11,0.236,0.208,-0.051
14-Jun-11,0.241,0.214,0.211
15-Jun-11,0.249,0.22,0.228
16-Jun-11,0.261,0.23,0.256
17-Jun-11,0.279,0.245,0.183
18-Jun-11,0.296,0.271,-0.01
19-Jun-11,0.321,0.29,0.093
20-Jun-11,0.338,0.303,0.304
21-Jun-11,0.34,0.305,0.243
22-Jun-11,0.341,0.307,0.286
23-Jun-11,0.351,0.315,0.355
24-Jun-11,0.375,0.344,0.346
25-Jun-11,0.39,0.356,0.36
26-Jun-11,0.392,0.362,0.432
27-Jun-11,0.393,0.363,0.396
28-Jun-11,0.406,0.372,0.379
29-Jun-11,0.415,0.383,0.129
30-Jun-11,0.419,0.388,0.317
1-Jul-11,0.431,0.398,0.477
2-Jul-11,0.438,0.405,0.379
3-Jul-11,0.452,0.415,0.074
4-Jul-11,0.465,0.419,0.132
5-Jul-11,0.473,0.429,0.488
6-Jul-11,0.489,0.445,0.656
7-Jul-11,0.51,0.461,0.622
8-Jul-11,0.523,0.473,0.03
9-Jul-11,0.523,0.474,-0.068
10-Jul-11,0.523,0.47,0.027
11-Jul-11,0.542,0.489,0.417
12-Jul-11,0.543,0.489,0.26
13-Jul-11,0.536,0.489,0.604
14-Jul-11,0.544,0.489,0.551
15-Jul-11,0.538,0.487,0.534
16-Jul-11,0.534,0.484,0.456
17-Jul-11,0.534,0.484,0.109
18-Jul-11,0.534,0.485,0.2
19-Jul-11,0.534,0.484,0.183
20-Jul-11,0.536,0.484,0.534
21-Jul-11,0.536,0.483,0.578
22-Jul-11,0.544,0.489,0.423
23-Jul-11,0.557,0.508,0.528
24-Jul-11,0.554,0.506,0.287
25-Jul-11,0.555,0.504,0.023
26-Jul-11,0.573,0.516,0.52
27-Jul-11,0.573,0.516,-0.017
28-Jul-11,0.576,0.52,0.523
29-Jul-11,0.585,0.525,0.541
30-Jul-11,0.589,0.531,0.572
31-Jul-11,0.595,0.531,0.076
1-Aug-11,0.596,0.534,0.54
2-Aug-11,0.597,0.535,0.578
3-Aug-11,0.597,0.535,0.349
4-Aug-11,0.602,0.539,0.288
5-Aug-11,0.602,0.539,0.581
6-Aug-11,0.605,0.544,0.455
7-Aug-11,0.603,0.542,0.205
8-Aug-11,0.607,0.539,0.072
9-Aug-11,0.607,0.539,0.258
10-Aug-11,0.616,0.548,0
11-Aug-11,0.602,0.54,0.016
12-Aug-11,0.604,0.542,0.123
13-Aug-11,0.597,0.535,0.398
14-Aug-11,0.584,0.52,0.568
15-Aug-11,0.583,0.508,0.015
16-Aug-11,0.576,0.509,0.151
17-Aug-11,0.577,0.51,0.065
18-Aug-11,0.578,0.51,0.099
19-Aug-11,0.574,0.528,0.661
20-Aug-11,0.564,0.504,0.575
21-Aug-11,0.563,0.504,0.031
22-Aug-11,0.565,0.504,0.176
23-Aug-11,0.566,0.505,0.123
24-Aug-11,0.562,0.5,0.01
25-Aug-11,0.56,0.499,0.126
26-Aug-11,0.557,0.495,0.598
27-Aug-11,0.557,0.494,0.532
28-Aug-11,0.553,0.495,0.25
29-Aug-11,0.552,0.495,0.63
30-Aug-11,0.552,0.495,0.563
31-Aug-11,0.552,0.496,0.569
1-Sep-11,0.552,0.496,0.558
2-Sep-11,0.552,0.496,0.417
3-Sep-11,0.552,0.497,0.07
4-Sep-11,0.551,0.488,0.066
5-Sep-11,0.536,0.484,0.003
6-Sep-11,0.523,0.479,0.106
7-Sep-11,0.504,0.463,0.01
8-Sep-11,0.5,0.455,0.1
9-Sep-11,0.471,0.455,0.017
10-Sep-11,0.437,0.418,0.007
11-Sep-11,0.432,0.427,0.023
12-Sep-11,0.432,0.428,0.427
13-Sep-11,0.433,0.43,0.45
14-Sep-11,0.433,0.431,0.009
15-Sep-11,0.433,0.432,0
16-Sep-11,0.434,0.434,-0.004
17-Sep-11,0.434,0.435,0.008
18-Sep-11,0.435,0.436,0
19-Sep-11,0.435,0.437,0.013
20-Sep-11,0.436,0.438,-0.008
21-Sep-11,0.381,0.301,0.012
22-Sep-11,,,0.005
23-Sep-11,,,0.002
24-Sep-11,,,0.021
25-Sep-11,,,0.064
26-Sep-11,,,0.011
27-Sep-11,,,0.066
28-Sep-11,,,0.018
29-Sep-11,,,0.101
30-Sep-11,,,0.092
1-Oct-11,,,-0.007
2-Oct-11,,,0.052
3-Oct-11,,,0.069
4-Oct-11,,,-0.013
5-Oct-11,,,0.025
6-Oct-11,0.069,-0.016,-0.045
7-Oct-11,0.068,-0.023,0.053
8-Oct-11,0.069,-0.03,0.026
9-Oct-11,0.07,-0.037,0.159
10-Oct-11,0.071,-0.046,0.01
11-Oct-11,0.072,-0.054,-0.007
12-Oct-11,0.071,-0.064,0.001
13-Oct-11,0.062,-0.074,0.08
14-Oct-11,0.061,-0.085,-0.014
15-Oct-11,0.061,-0.098,-0.005
16-Oct-11,0.061,-0.111,-0.005
17-Oct-11,0.06,-0.126,-0.033
18-Oct-11,0.058,-0.142,-0.03
19-Oct-11,0.057,-0.159,-0.021
20-Oct-11,0.055,-0.179,-0.008
21-Oct-11,0.053,-0.201,-0.019
22-Oct-11,-0.123,,-0.039
23-Oct-11,-0.14,,-0.031
24-Oct-11,-0.159,,-0.025
25-Oct-11,-0.18,,-0.043
26-Oct-11,,,-0.037
27-Oct-11,,,-0.016
28-Oct-11,,,-0.067
29-Oct-11,,,-0.046
30-Oct-11,,,-0.079
31-Oct-11,,,-0.117
1-Nov-11,,,-0.067
2-Nov-11,,,-0.094
3-Nov-11,,,-0.034
4-Nov-11,,,-0.084
5-Nov-11,,,0.167
6-Nov-11,,,0.063
7-Nov-11,,,0.118
8-Nov-11,,,0.061
9-Nov-11,,,0.093
10-Nov-11,,,0.076
11-Nov-11,,,0.046
12-Nov-11,,,0.032
13-Nov-11,,,0.193
14-Nov-11,,,0.067
15-Nov-11,,,-0.069
16-Nov-11,,,0.043
17-Nov-11,,,0.1
18-Nov-11,,,0.092
19-Nov-11,,,0.032
20-Nov-11,,,0.128
21-Nov-11,,,0.132
22-Nov-11,,,0.045
23-Nov-11,,,0.119
24-Nov-11,,,0.202
25-Nov-11,,,0.144
26-Nov-11,,,0.132
27-Nov-11,,,0.263
28-Nov-11,,,0.232
29-Nov-11,,,0.214
30-Nov-11,,,0.151
1-Dec-11,,,0.149
2-Dec-11,,,0.279
3-Dec-11,,,
4-Dec-11,,,-0.03
5-Dec-11,,,
6-Dec-11,,,
7-Dec-11,,,
8-Dec-11,,,
9-Dec-11,,,
10-Dec-11,,,
11-Dec-11,,,
12-Dec-11,,,
13-Dec-11,,,
14-Dec-11,,,
15-Dec-11,,,
16-Dec-11,,,
17-Dec-11,,,
18-Dec-11,,,
19-Dec-11,,,
20-Dec-11,,,
21-Dec-11,,,
22-Dec-11,,,
23-Dec-11,,,
24-Dec-11,,,
25-Dec-11,,,
26-Dec-11,,,
27-Dec-11,,,
28-Dec-11,,,
29-Dec-11,,,
30-Dec-11,,,
31-Dec-11,,,
1-Jan-12,,,
2-Jan-12,,,
3-Jan-12,,,
4-Jan-12,,,
5-Jan-12,,,
6-Jan-12,,,
7-Jan-12,,,-0.063
8-Jan-12,,,0.151
9-Jan-12,,,
10-Jan-12,,,0.211
11-Jan-12,,,0.195
12-Jan-12,,,0.272
13-Jan-12,,,0.206
14-Jan-12,,,0.369
15-Jan-12,,,0.29
16-Jan-12,,,0.274
17-Jan-12,,,0.104
18-Jan-12,,,0.129
19-Jan-12,,,0.126
20-Jan-12,,,0.068
21-Jan-12,,,0.221
22-Jan-12,,,0.076
23-Jan-12,,,-0.043
24-Jan-12,,,0.272
25-Jan-12,,,0.154
26-Jan-12,,,0.081
27-Jan-12,,,0.209
28-Jan-12,,,0.244
29-Jan-12,,,0.222
30-Jan-12,,,0.299
31-Jan-12,,,0.123
1-Feb-12,,,-0.058
2-Feb-12,,,0.058
3-Feb-12,,,0.182
4-Feb-12,,,0.167
5-Feb-12,,,0.1
6-Feb-12,,,0.096
7-Feb-12,,,-0.085
8-Feb-12,,,-0.08
9-Feb-12,,,-0.077
10-Feb-12,,,-0.152
11-Feb-12,,,-0.189
12-Feb-12,,,-0.078
13-Feb-12,,,-0.099
14-Feb-12,,,-0.067
15-Feb-12,-0.066,,-0.05
16-Feb-12,-0.062,,-0.055
17-Feb-12,-0.059,,-0.04
18-Feb-12,-0.053,,-0.07
19-Feb-12,-0.051,,-0.062
20-Feb-12,-0.048,-0.152,-0.048
21-Feb-12,-0.047,-0.136,-0.025
22-Feb-12,-0.047,-0.121,-0.033
23-Feb-12,-0.047,-0.11,-0.057
24-Feb-12,-0.045,-0.1,-0.026
25-Feb-12,-0.041,-0.04,-0.031
26-Feb-12,-0.041,-0.041,-0.026
27-Feb-12,-0.039,-0.066,-0.019
28-Feb-12,-0.036,-0.04,-0.03
29-Feb-12,-0.035,-0.036,-0.025
1-Mar-12,-0.034,-0.035,-0.023
2-Mar-12,-0.038,-0.042,-0.021
3-Mar-12,-0.038,-0.033,-0.029
4-Mar-12,-0.038,-0.028,-0.037
5-Mar-12,-0.037,-0.023,-0.022
6-Mar-12,-0.037,-0.018,-0.032
7-Mar-12,-0.029,-0.021,-0.032
8-Mar-12,-0.03,-0.021,-0.033
9-Mar-12,-0.03,-0.021,-0.025
10-Mar-12,-0.031,-0.021,-0.027
11-Mar-12,-0.028,-0.018,-0.032
12-Mar-12,-0.023,,-0.042
13-Mar-12,-0.024,,-0.037
14-Mar-12,-0.036,,-0.024
15-Mar-12,-0.036,,-0.027
16-Mar-12,-0.034,,-0.021
17-Mar-12,-0.033,,-0.03
18-Mar-12,-0.032,,-0.023
19-Mar-12,-0.032,,-0.027
20-Mar-12,-0.029,,-0.043
21-Mar-12,-0.025,,-0.028
22-Mar-12,-0.027,,-0.024
23-Mar-12,-0.027,,-0.034
24-Mar-12,-0.033,-0.058,-0.028
25-Mar-12,-0.042,-0.05,-0.012
26-Mar-12,-0.042,-0.051,-0.03
27-Mar-12,-0.042,-0.051,-0.023
28-Mar-12,-0.042,-0.051,-0.022
29-Mar-12,-0.043,-0.05,-0.023
30-Mar-12,-0.041,-0.05,-0.034
31-Mar-12,-0.039,-0.048,-0.02
1-Apr-12,-0.039,-0.046,-0.027
2-Apr-12,-0.039,-0.046,-0.03
3-Apr-12,-0.039,-0.047,-0.028
4-Apr-12,-0.038,-0.046,-0.018
5-Apr-12,-0.038,-0.045,-0.02
6-Apr-12,-0.038,-0.12,-0.027
7-Apr-12,-0.038,-0.119,-0.027
8-Apr-12,-0.032,-0.036,-0.033
9-Apr-12,-0.036,-0.04,-0.027
10-Apr-12,-0.033,-0.035,-0.029
11-Apr-12,-0.033,-0.035,-0.03
12-Apr-12,-0.033,-0.035,-0.032
13-Apr-12,-0.033,-0.035,-0.032
14-Apr-12,-0.033,-0.035,-0.027
15-Apr-12,-0.033,-0.035,-0.034
16-Apr-12,-0.033,-0.035,-0.037
17-Apr-12,-0.034,-0.035,-0.03
18-Apr-12,-0.034,-0.035,-0.034
