Date,NDSI_Snow_Cover_Footprint,NDSI_Snow_Cover_FishIsland,NDSI_Snow_Cover_BigLake
3/21/2015,79.367,80.393,80.131
3/22/2015,81.591,82.946,82.676
3/23/2015,79.647,82.86,81.68
3/24/2015,,64.022,65.123
3/25/2015,71,71.373,71.584
3/26/2015,77.874,77.752,78.59
3/27/2015,,,
3/28/2015,,,
3/29/2015,73.637,73.428,73.169
3/30/2015,75,74.311,74.249
3/31/2015,77.279,77.655,78.229
4/1/2015,79.005,78.824,79.171
4/2/2015,72.651,73.377,73.706
4/3/2015,81.005,80.453,81.165
4/4/2015,78.502,78.531,78.835
4/5/2015,75.279,76.32,77.426
4/6/2015,75.507,74.559,75.985
4/7/2015,77.647,78.258,79.063
4/8/2015,,,
4/9/2015,,,
4/10/2015,,,
4/11/2015,,,
4/12/2015,,,
4/13/2015,,,64.119
4/14/2015,,,
4/15/2015,,,68.333
4/16/2015,,,
4/17/2015,,,
4/18/2015,73,73.441,73.824
4/19/2015,78.219,79.654,79.331
4/20/2015,74.279,76.23,76.034
4/21/2015,82.279,81.692,80.625
4/22/2015,82.86,83.977,82.98
4/23/2015,86.716,88.572,89.033
4/24/2015,86.995,89.761,88.932
4/25/2015,87.772,90.204,89.992
4/26/2015,88,89.423,89.455
4/27/2015,85.279,86.821,86.882
4/28/2015,,83.326,87.513
4/29/2015,,,
4/30/2015,,,
5/1/2015,,,74.6
5/2/2015,,,
5/3/2015,,81.769,78.512
5/4/2015,80.86,80.533,80.759
5/5/2015,,,80.268
5/6/2015,,,
5/7/2015,84.358,85.298,84.26
5/8/2015,90.14,89.375,90.341
5/9/2015,76.558,75.568,79.143
5/10/2015,,75,81.047
5/11/2015,,58.842,63.101
5/12/2015,,,34.467
5/13/2015,66.767,59.753,74.387
5/14/2015,,,
5/15/2015,47.033,45.522,64.721
5/16/2015,41.916,29.667,58.946
5/17/2015,10.884,14.254,46.222
5/18/2015,0,0,28.419
5/19/2015,,26.239,24.745
5/20/2015,0,7.911,31.93
5/21/2015,0,0.534,19.806
5/22/2015,0,11.931,18.621
5/23/2015,0,8.596,21.173
5/24/2015,,20.347,33.329
5/25/2015,36,24.716,35.444
5/26/2015,0,10.578,26.275
5/27/2015,0,0.092,15.484
5/28/2015,0,0.457,12.243
5/29/2015,,,
5/30/2015,,,
5/31/2015,,2.186,11.741
6/1/2015,,2.537,9.077
6/2/2015,,,8.449
6/3/2015,0,8.331,13.442
6/4/2015,,,3.832
6/5/2015,,0.528,15.443
6/6/2015,,,
6/7/2015,,0,5.399
6/8/2015,0,0,7.88
6/9/2015,0,0,8.152
6/10/2015,0,0,7.26
6/11/2015,,,
6/12/2015,0,0.069,4.805
6/13/2015,0,0,6.993
6/14/2015,0,0,6.81
6/15/2015,,,0
6/16/2015,,0,2.613
6/17/2015,0,0,3.494
6/18/2015,0,0,3.785
6/19/2015,,,1.569
6/20/2015,0,0.065,2.505
6/21/2015,0,0,0.172
6/22/2015,0,0,0
6/23/2015,,,0.743
6/24/2015,0,0,0
6/25/2015,0,0,0.311
6/26/2015,,,15.204
6/27/2015,,,
6/28/2015,,,
6/29/2015,,,
6/30/2015,0,0,0
7/1/2015,0,0,0
7/2/2015,0,0,0
7/3/2015,0,0.119,0.118
7/4/2015,,,6.509
7/5/2015,,,1.004
7/6/2015,0,0,0
7/7/2015,,,0.901
7/8/2015,,,0
7/9/2015,,,58
7/10/2015,,,
7/11/2015,,,
7/12/2015,,0,0.235
7/13/2015,,,0
7/14/2015,0,0,0
7/15/2015,0,0,0.596
7/16/2015,0,0,1.917
7/17/2015,,0,1.275
7/18/2015,,,
7/19/2015,0,0,0
7/20/2015,,,
7/21/2015,,1.665,1.36
7/22/2015,,,0
7/23/2015,,,
7/24/2015,,,67.972
7/25/2015,,,2.955
7/26/2015,,,1.505
7/27/2015,,,3.654
7/28/2015,,,3.983
7/29/2015,,,
7/30/2015,,,
7/31/2015,0,0,0.047
8/1/2015,,,
8/2/2015,,,
8/3/2015,,67,65.254
8/4/2015,,,
8/5/2015,,,
8/6/2015,,,
8/7/2015,0,0,0
8/8/2015,0,0,1.184
8/9/2015,0,0,3.161
8/10/2015,0,0,0
8/11/2015,,,
8/12/2015,,,
8/13/2015,,0,0.163
8/14/2015,,53.56,48.623
8/15/2015,,,
8/16/2015,,,0
8/17/2015,,,
8/18/2015,,,
8/19/2015,,,
8/20/2015,,,
8/21/2015,0,0,0.58
8/22/2015,0,0,0.102
8/23/2015,,0,1.666
8/24/2015,,,
8/25/2015,0,0,0.027
8/26/2015,,,0
8/27/2015,,,61.208
8/28/2015,0,0.311,2.947
8/29/2015,,,
8/30/2015,,,60.36
8/31/2015,,,
9/1/2015,,,
9/2/2015,,,
9/3/2015,,,
9/4/2015,,,19
9/5/2015,,0,0.443
9/6/2015,0,0,0.217
9/7/2015,,0,3.946
9/8/2015,,18,20
9/9/2015,,,
9/10/2015,,,44.2
9/11/2015,,,
9/12/2015,0,0.641,4.52
9/13/2015,0,0,1.726
9/14/2015,0,0.326,0.827
9/15/2015,,,
9/16/2015,,,
9/17/2015,0,0.116,0.9
9/18/2015,,,
9/19/2015,0,0.892,8.163
9/20/2015,,,
9/21/2015,,,
9/22/2015,,,12.645
9/23/2015,,,36.429
9/24/2015,,,10.998
9/25/2015,0,0,0.514
9/26/2015,0,0.114,1.523
9/27/2015,,,0
9/28/2015,,,4.761
9/29/2015,,,
9/30/2015,,,
10/1/2015,,57.577,55.786
10/2/2015,,53.522,54.453
10/3/2015,78.949,75.951,81.463
10/4/2015,,,59.135
10/5/2015,58,59.227,56.774
10/6/2015,75,70.352,69.421
10/7/2015,,63.05,58.877
10/8/2015,,60.084,68.443
10/9/2015,,,
10/10/2015,,,46.667
10/11/2015,67,66.79,65.589
10/12/2015,,,34
10/13/2015,,,43.524
10/14/2015,,,
10/15/2015,,58.955,62.794
10/16/2015,,,
10/17/2015,81.819,79.647,81.513
10/18/2015,,,
10/19/2015,,,42.577
10/20/2015,,50.434,39.579
10/21/2015,,,
10/22/2015,,47.194,52.652
10/23/2015,,,
10/24/2015,62.66,58.376,58.515
10/25/2015,,,45.304
10/26/2015,,50.582,47.274
10/27/2015,,67.071,55.787
10/28/2015,43.589,65.049,70.781
10/29/2015,,,56.071
10/30/2015,53.809,54.122,52.996
10/31/2015,55.907,53.658,52.593
11/1/2015,62,64.404,63.924
11/2/2015,,57.797,58.935
11/3/2015,,,
11/4/2015,,68.651,71.713
11/5/2015,,,
11/6/2015,,,
11/7/2015,,,
11/8/2015,,,
11/9/2015,,,
11/10/2015,,,
11/11/2015,,,
11/12/2015,,,
11/13/2015,,,
11/14/2015,,,
11/15/2015,,,
11/16/2015,,,
11/17/2015,,,
11/18/2015,,,
11/19/2015,,,
11/20/2015,,,
11/21/2015,,,
11/22/2015,,,
11/23/2015,,,
11/24/2015,,,
11/25/2015,,,
11/26/2015,,,
11/27/2015,,,
11/28/2015,,,
11/29/2015,,,
11/30/2015,,,
12/1/2015,,,
12/2/2015,,,
12/3/2015,,,
12/4/2015,,,
12/5/2015,,,
12/6/2015,,,
12/7/2015,,,
12/8/2015,,,
12/9/2015,,,
12/10/2015,,,
12/11/2015,,,
12/12/2015,,,
12/13/2015,,,
12/14/2015,,,
12/15/2015,,,
12/16/2015,,,
12/17/2015,,,
12/18/2015,,,
12/19/2015,,,
12/20/2015,,,
12/21/2015,,,
12/22/2015,,,
12/23/2015,,,
12/24/2015,,,
12/25/2015,,,
12/26/2015,,,
12/27/2015,,,
12/28/2015,,,
12/29/2015,,,
12/30/2015,,,
12/31/2015,,,
1/1/2016,,,
1/2/2016,,,
1/3/2016,,,
1/4/2016,,,
1/5/2016,,,
1/6/2016,,,
1/7/2016,,,
1/8/2016,,,
1/9/2016,,,
1/10/2016,,,
1/11/2016,,,
1/12/2016,,,
1/13/2016,,,
1/14/2016,,,
1/15/2016,,,
1/16/2016,,,
1/17/2016,,,
1/18/2016,,,
1/19/2016,,,
1/20/2016,,,
1/21/2016,,,
1/22/2016,,,
1/23/2016,,,
1/24/2016,,,
1/25/2016,,,
1/26/2016,,,
1/27/2016,,,
1/28/2016,,,
1/29/2016,,,
1/30/2016,,,
1/31/2016,,,
2/1/2016,,,
2/2/2016,,,
2/3/2016,,,
2/4/2016,,,
2/5/2016,,,
2/6/2016,83.8,82.538,69.326
2/7/2016,,51.728,52.65
2/8/2016,67.93,70.136,69.923
2/9/2016,,23.364,27.19
2/10/2016,,50,48.207
2/11/2016,,,
2/12/2016,,57.452,61.15
2/13/2016,61.46,65.552,65.13
2/14/2016,72.591,69.297,69.875
2/15/2016,71.093,70.101,70.319
2/16/2016,,27.503,33.282
2/17/2016,,,61.475
2/18/2016,,,
2/28/2016,,,
2/29/2016,78.916,78.419,78.79
3/1/2016,,,
3/2/2016,,,
3/3/2016,65.735,65.562,67.814
3/4/2016,76.367,75.223,76.54
3/5/2016,,,
3/6/2016,,,
3/7/2016,,63.507,64.433
3/8/2016,,,
3/9/2016,,,
3/10/2016,,57.225,57.198
3/11/2016,,,65
3/12/2016,,,64.785
3/13/2016,63.414,62.978,65.679
3/14/2016,,,
3/15/2016,,,
3/16/2016,58,60.171,60.9
3/17/2016,,,56
3/18/2016,64.907,65.401,66.769
3/19/2016,,61.553,63.281
3/20/2016,69.991,71.453,72.084
3/21/2016,68.223,69.016,69.077
3/22/2016,73.865,74.347,74.69
3/23/2016,,,71.101
3/24/2016,,71,69.617
3/25/2016,68.856,67.939,70.323
3/26/2016,,,
3/27/2016,,,
3/28/2016,,,71.013
3/29/2016,65.637,65.896,66.735
3/30/2016,,,67.535
3/31/2016,78.86,78.124,77.083
4/1/2016,78.363,77.921,77.398
4/2/2016,,,
4/3/2016,69.414,72.916,72.002
4/4/2016,71.228,72.995,71.332
4/5/2016,75.865,76.465,76.914
4/6/2016,73.865,74.699,74.828
4/7/2016,76.419,79.109,78.798
4/8/2016,79.14,78.567,78.287
4/9/2016,79.777,79.169,78.755
4/10/2016,80.14,80.319,80.456
4/11/2016,78.865,79.69,79.488
4/12/2016,72.637,72.701,72.109
4/13/2016,,,
4/14/2016,,,
4/15/2016,,69.479,70.857
4/16/2016,,,
4/17/2016,,,
4/18/2016,,,
4/19/2016,81.637,82.136,81.296
4/20/2016,76.419,78.548,78.368
4/21/2016,82.363,83.211,82.698
4/22/2016,80.865,81.624,81.447
4/23/2016,,77.554,78.681
4/24/2016,,,
4/25/2016,,74,75.263
4/26/2016,,79.912,81.019
4/27/2016,79.781,79.746,80.226
4/28/2016,79.86,80.953,80.741
4/29/2016,,,
4/30/2016,,,
5/1/2016,,,
5/2/2016,,,
5/3/2016,,,60.669
5/4/2016,,,
5/5/2016,,,
5/6/2016,86.363,85.373,83.699
5/7/2016,88.86,87.472,88.043
5/8/2016,,,
5/9/2016,92,91.927,92.033
5/10/2016,91.005,90.728,90.393
5/11/2016,92,89.195,92.055
5/12/2016,88.507,82.406,83.672
5/13/2016,70.181,69.36,79.122
5/14/2016,,,
5/15/2016,,,
5/16/2016,,,
5/17/2016,49,39.879,59.082
5/18/2016,,,13.838
5/19/2016,58.944,42.365,61.472
5/20/2016,0,6.724,37.046
5/21/2016,0,0,23.63
5/22/2016,,,40
5/23/2016,,,22.184
5/24/2016,,,
5/25/2016,,0,5.612
5/26/2016,,,
5/27/2016,,0,15.836
5/28/2016,,,18.461
5/29/2016,,4.776,21.334
5/30/2016,0,2.514,16.674
5/31/2016,0,0,12.472
6/1/2016,,,
6/2/2016,,,56.729
6/3/2016,,,56.894
6/4/2016,0,3.429,15.152
6/5/2016,,0,10.825
6/6/2016,,,
6/7/2016,0,0.625,8.907
6/8/2016,,,
6/9/2016,,,
6/10/2016,,,1.252
6/11/2016,0,0.399,8.723
6/12/2016,0,0.16,7.173
6/13/2016,0,0,6.065
6/14/2016,,,0
6/15/2016,,,23.063
6/16/2016,0,0.416,6.162
6/17/2016,,,0
6/18/2016,0,0,0.383
6/19/2016,0,1.734,9.054
6/20/2016,0,0,1.457
6/21/2016,,,18.846
6/22/2016,,,
6/23/2016,0,0,0
6/24/2016,0,0,0
6/25/2016,0,0,0
6/26/2016,0,0,0
6/27/2016,,,
6/28/2016,0,0,0
6/29/2016,0,0,0
6/30/2016,0,0,0.07
7/1/2016,0,0,0.278
7/2/2016,0,0,0
7/3/2016,,,
7/4/2016,0,0,0.229
7/5/2016,0,0,0.176
7/6/2016,,0,2.077
7/7/2016,0,0,0
7/8/2016,,,
7/9/2016,,,
7/10/2016,0,0,0
7/11/2016,,,
7/12/2016,,0,0
7/13/2016,0,0,0
7/14/2016,0,0,0
7/15/2016,0,1.847,5.421
7/16/2016,,,
7/17/2016,,,1.25
7/18/2016,,,
7/19/2016,,,
7/20/2016,19.33,14.32,15.522
7/21/2016,,,
7/22/2016,,,
7/23/2016,0,0.706,7.244
7/24/2016,0,0,0
7/25/2016,0,0,0.547
7/26/2016,0,0,1.985
7/27/2016,0,0.302,2.887
7/28/2016,0,0,0
7/29/2016,0,0,1.533
7/30/2016,,,
7/31/2016,,,0
8/1/2016,,0,8.852
8/2/2016,,,
8/3/2016,,,
8/4/2016,,,
8/5/2016,0,0,0.11
8/6/2016,0,0,0
8/7/2016,0,0,0
8/8/2016,0,0,0
8/9/2016,,,
8/10/2016,,61,59.92
8/11/2016,,,
8/12/2016,,,
8/13/2016,,,11.419
8/14/2016,,,
8/15/2016,,,
8/16/2016,,,0
8/17/2016,,3.667,9.731
8/18/2016,0,0,0
8/19/2016,,,
8/20/2016,,,
8/21/2016,0,0,2.246
8/22/2016,,,
8/23/2016,,,
8/24/2016,0,0,0.038
8/25/2016,0,0,0
8/26/2016,,,
8/27/2016,0,0,0.021
8/28/2016,0,0,0
8/29/2016,,,
8/30/2016,,,12.748
8/31/2016,0,0,1.906
9/1/2016,0,0,0
9/2/2016,,,
9/3/2016,,,53.939
9/4/2016,,57,49.94
9/5/2016,,,
9/6/2016,0,0,2.056
9/7/2016,,,
9/8/2016,0,3.593,1.871
9/9/2016,,,
9/10/2016,,,
9/11/2016,27,26.628,10.863
9/12/2016,,,20.231
9/13/2016,,,0
9/14/2016,,,2.4
9/15/2016,,,0
9/16/2016,,0,3.762
9/17/2016,,,12.926
9/18/2016,,,
9/19/2016,,0,0.098
9/20/2016,,,18.421
9/21/2016,,,
9/22/2016,,,
9/23/2016,0,0.019,1.187
9/24/2016,,0.904,8.425
9/25/2016,0,0.734,2.19
9/26/2016,0,0.596,4.412
9/27/2016,,,
9/28/2016,,,0
9/29/2016,,,
9/30/2016,,,
10/1/2016,,,1.103
10/2/2016,0,0.425,1.382
10/3/2016,0,0.213,1.522
10/4/2016,0,4.646,9.09
10/5/2016,,,36.155
10/6/2016,,,
10/7/2016,,,0.938
10/8/2016,,0.903,7.387
10/9/2016,,4.487,7.652
10/10/2016,0,3.799,12.387
10/11/2016,0,2.625,14.425
10/12/2016,0,0.791,6.573
10/13/2016,,,
10/14/2016,,11.69,20.119
10/15/2016,41.837,43.253,45.778
10/16/2016,42.898,48.586,51.811
10/17/2016,,43.549,48.564
10/18/2016,50.47,49.67,51.919
10/19/2016,68.721,69.661,70.685
10/20/2016,55.33,57.294,58.355
10/21/2016,,49.394,52.568
10/22/2016,69.991,67.115,67.732
10/23/2016,73.284,75.879,76.326
10/24/2016,67.921,64.416,67.274
10/25/2016,,,58.115
10/26/2016,77.916,75.986,78.333
10/27/2016,74.698,76.12,75.033
10/28/2016,79.916,79.23,79.467
10/29/2016,42.279,49.745,49.682
10/30/2016,78.144,78.371,74.795
10/31/2016,60.572,73.471,70.943
11/1/2016,,,75.407
11/2/2016,,,32.5
11/3/2016,,,50.273
11/4/2016,,,
11/5/2016,,,
11/6/2016,,,
11/7/2016,,,
11/8/2016,,,
11/9/2016,,,
11/10/2016,,,
11/11/2016,,,
11/12/2016,,,
11/13/2016,,,
11/14/2016,,,
11/15/2016,,,
11/16/2016,,,
11/17/2016,,,
11/18/2016,,,
11/19/2016,,,
11/20/2016,,,
11/21/2016,,,
11/22/2016,,,
11/23/2016,,,
11/24/2016,,,
11/25/2016,,,
11/26/2016,,,
11/27/2016,,,
11/28/2016,,,
11/29/2016,,,
11/30/2016,,,
12/1/2016,,,
12/2/2016,,,
12/3/2016,,,
12/4/2016,,,
12/5/2016,,,
12/6/2016,,,
12/7/2016,,,
12/8/2016,,,
12/9/2016,,,
12/10/2016,,,
12/11/2016,,,
12/12/2016,,,
12/13/2016,,,
12/14/2016,,,
12/15/2016,,,
12/16/2016,,,
12/17/2016,,,
12/18/2016,,,
12/19/2016,,,
12/20/2016,,,
12/21/2016,,,
12/22/2016,,,
12/23/2016,,,
12/24/2016,,,
12/25/2016,,,
12/26/2016,,,
12/27/2016,,,
12/28/2016,,,
12/29/2016,,,
12/30/2016,,,
12/31/2016,,,
1/1/2017,,,
1/2/2017,,,
1/3/2017,,,
1/4/2017,,,
1/5/2017,,,
1/6/2017,,,
1/7/2017,,,
1/8/2017,,,
1/9/2017,,,
1/10/2017,,,
1/11/2017,,,
1/12/2017,,,
1/13/2017,,,
1/14/2017,,,
1/15/2017,,,
1/16/2017,,,
1/17/2017,,,
1/18/2017,,,
1/19/2017,,,
1/20/2017,,,
1/21/2017,,,
1/22/2017,,,
1/23/2017,,,
1/24/2017,,,
1/25/2017,,,
1/26/2017,,,
1/27/2017,,,
1/28/2017,,,
1/29/2017,,,
1/30/2017,,,
1/31/2017,,,
2/1/2017,,,
2/2/2017,,,
2/3/2017,,,
2/4/2017,,,
2/5/2017,,,
2/6/2017,69.307,73.013,71.427
2/7/2017,50.777,53.603,57.662
2/8/2017,55.389,59.195,63.123
2/9/2017,,39,49.575
2/10/2017,59.051,57.196,58.075
2/11/2017,,53,56.946
2/12/2017,79.107,80.217,74.324
2/13/2017,,55.682,52.755
2/14/2017,,,46.133
2/15/2017,,,62.516
2/16/2017,,,
2/17/2017,,54.311,55.763
2/18/2017,,61.526,60.28
2/19/2017,,,
2/20/2017,,58,60.487
2/21/2017,,,57.738
2/22/2017,,,62.333
2/23/2017,69.73,69.235,71.205
2/24/2017,,39,48.286
2/25/2017,,62.723,60.05
2/26/2017,64.637,62.945,65.083
2/27/2017,,,62.73
2/28/2017,,59.781,60.235
3/1/2017,,60.876,61.712
3/2/2017,,,
3/3/2017,,,58.351
3/4/2017,58,59.552,63.002
3/5/2017,57,57.859,59.309
3/6/2017,,,60.674
3/7/2017,66.149,71.899,72.365
3/8/2017,67.73,68.381,68.788
3/9/2017,,71.677,72.446
3/10/2017,,62.431,68.42
3/11/2017,71.912,72.794,73.632
3/12/2017,,,
3/13/2017,69.144,67.892,67.991
3/14/2017,74,73.61,74.452
3/15/2017,66.367,67.553,69.45
3/16/2017,72.363,74.319,76.785
3/17/2017,73.274,73.583,75.751
3/18/2017,77.498,77.041,78.693
3/19/2017,68.363,68.806,70.16
3/20/2017,74.279,73.849,73.648
3/21/2017,65,67.793,71.944
3/22/2017,75.721,74.772,74.934
3/23/2017,80.363,80.358,80.98
3/24/2017,68.223,69.462,71.454
3/25/2017,74.86,74.638,74.745
3/26/2017,77.777,77.668,77.999
3/27/2017,80.637,80.344,80.695
3/28/2017,74.995,75.284,74.984
3/29/2017,75.358,75.664,75.641
3/30/2017,,71.757,71.981
3/31/2017,,,
4/1/2017,,,67.7
4/2/2017,,,
4/3/2017,68.726,69.82,69.485
4/4/2017,73.493,72.504,75.078
4/5/2017,77.228,78.614,78.728
4/6/2017,77.637,77.051,76.95
4/7/2017,74.367,74.383,74.303
4/8/2017,78.14,77.433,78.559
4/9/2017,,,
4/10/2017,83,82.54,82.93
4/11/2017,81.865,81.966,82.514
4/12/2017,83.865,83.614,84.038
4/13/2017,,,
4/14/2017,,75.583,76.08
4/15/2017,73.726,72.329,74.436
4/16/2017,,69.422,69.923
4/17/2017,,,
4/18/2017,72.367,73.514,74.379
4/19/2017,,75.923,75.307
4/20/2017,71.414,72.27,73.105
4/21/2017,71.721,70.38,71.806
4/22/2017,80.135,81.299,81.347
4/23/2017,79.367,80.094,79.928
4/24/2017,75.363,77.208,76.509
4/25/2017,,,73.501
4/26/2017,,,
4/27/2017,,,79.299
4/28/2017,,,
4/29/2017,,,83.941
4/30/2017,84,84.115,83.04
5/1/2017,85.005,85.656,85.026
5/2/2017,81.228,81.799,81.706
5/3/2017,85.005,85.579,85.115
5/4/2017,,,
5/5/2017,,,
5/6/2017,,,79.709
5/7/2017,89,89.262,88.481
5/8/2017,,,
5/9/2017,,,
5/10/2017,,,
5/11/2017,,,
5/12/2017,,,
5/13/2017,,,
5/14/2017,,,83.247
5/15/2017,,,
5/16/2017,91.642,89.503,91.585
5/17/2017,85.302,82.084,88.039
5/18/2017,,71.461,83.969
5/19/2017,,,
5/20/2017,,,
5/21/2017,,50.394,73.829
5/22/2017,,,60.119
5/23/2017,,51.736,58.466
5/24/2017,,,23.221
5/25/2017,,,47.809
5/26/2017,,,
5/27/2017,21,21.387,30.164
5/28/2017,,10.279,44.648
5/29/2017,,29.26,29.79
5/30/2017,29.363,19.713,30.393
5/31/2017,,47.538,51.789
6/1/2017,,10,9.308
6/2/2017,,18.346,26.362
6/3/2017,0,8.049,22.827
6/4/2017,0,3.166,17.771
6/5/2017,0,2.878,6.813
6/6/2017,,2.547,6.264
6/7/2017,0,0.96,9.674
6/8/2017,0,0.676,10.636
6/9/2017,,1.671,5.58
6/10/2017,0,1.109,2.855
6/11/2017,0,1.308,11.443
6/12/2017,,1.765,4.437
6/13/2017,0,1.71,2.271
6/14/2017,0,0,8.543
6/15/2017,0,0.115,7.147
6/16/2017,0,0,6.466
6/17/2017,0,0,3.111
6/18/2017,,2.5,1.145
6/19/2017,0,0,0.633
6/20/2017,0,0,0
6/21/2017,0,0,2.137
6/22/2017,0,0,0
6/23/2017,0,0,0
6/24/2017,0,0,0
6/25/2017,0,0,0
6/26/2017,,,
6/27/2017,,,15.119
6/28/2017,0,0,0
6/29/2017,0,0,0
6/30/2017,0,0,0
7/1/2017,0,0,0
7/2/2017,0,0,0
7/3/2017,,,
7/4/2017,,,
7/5/2017,7.81,4.296,5.802
7/6/2017,,6.544,17.171
7/7/2017,0,0,0
7/8/2017,0,0,0
7/9/2017,,7.446,16.318
7/10/2017,0,0,0
7/11/2017,,0,2.31
7/12/2017,0,0,1.593
7/13/2017,4.977,4.859,8.224
7/14/2017,0,0,0
7/15/2017,,,
7/16/2017,0,0.565,2.089
7/17/2017,0,0,0
7/18/2017,0,0,0.127
7/19/2017,0,0,0
7/20/2017,,0,0.041
7/21/2017,,,14.99
7/22/2017,,,
7/23/2017,,,
7/24/2017,,,65
7/25/2017,,,
7/26/2017,0,0,2.285
7/27/2017,0,0,0
7/28/2017,0,0,0
7/29/2017,0,0,0
7/30/2017,0,0,0
7/31/2017,0,0,0
8/1/2017,0,0,0
8/2/2017,0,0.114,2.391
8/3/2017,0,0,0.03
8/4/2017,,,
8/5/2017,0,0,0
8/6/2017,0,0,1.277
8/7/2017,,0,0
8/8/2017,,2.244,5.364
8/9/2017,0,0,0
8/10/2017,,,18.228
8/11/2017,,,
8/12/2017,0,0,0.065
8/13/2017,,,
8/14/2017,,,
8/15/2017,0,0.668,5.126
8/16/2017,0,0,0
8/17/2017,,,
8/18/2017,,,0
8/19/2017,,0,0
8/20/2017,,,
8/21/2017,0,0.04,0.376
8/22/2017,,,47
8/23/2017,0,0,0
8/24/2017,,,
8/25/2017,,,12.381
8/26/2017,,,
8/27/2017,,46.538,50.313
8/28/2017,0,0,0.194
8/29/2017,,,
8/30/2017,,,
8/31/2017,,,
9/1/2017,,6.751,9.582
9/2/2017,,,3.099
9/3/2017,,,
9/4/2017,,,
9/5/2017,,,8.792
9/6/2017,42,42.202,43.657
9/7/2017,,,
9/8/2017,,,
9/9/2017,,,
9/10/2017,,0,5.833
9/11/2017,,0,2.29
9/12/2017,,,3.56
9/13/2017,0,0,0
9/14/2017,0,0,1.149
9/15/2017,0,0.252,6.535
9/16/2017,0,0,0.953
9/17/2017,0,0,0.118
9/18/2017,0,0,0
9/19/2017,,,
9/20/2017,,,13.667
9/21/2017,,,
9/22/2017,,,
9/23/2017,,,
9/24/2017,,18,14.746
9/25/2017,,,
9/26/2017,5.784,2.859,7.67
9/27/2017,0,0,0.039
9/28/2017,,,
9/29/2017,,,0
9/30/2017,0,0.585,7.821
10/1/2017,,,21.763
10/2/2017,,,
10/3/2017,49.86,49.879,49.174
10/4/2017,,,3.4
10/5/2017,0,0.066,1.938
10/6/2017,,,6.165
10/7/2017,,,
10/8/2017,,,
10/9/2017,,,
10/10/2017,,,8.024
10/11/2017,,4.358,15.426
10/12/2017,,,20.281
10/13/2017,,,12
10/14/2017,,,14.625
10/15/2017,56.722,46.235,54.791
10/16/2017,,42.13,45.473
10/17/2017,,39.663,40.222
10/18/2017,,43.401,46.122
10/19/2017,,,47
10/20/2017,,,
10/21/2017,58.642,61.865,60.298
10/22/2017,,,48.007
10/23/2017,,45.607,51.202
10/24/2017,,,
10/25/2017,,51,53.262
10/26/2017,,,
10/27/2017,,50,50.25
10/28/2017,,,56.097
10/29/2017,,,51.841
10/30/2017,64.902,59.932,62.29
10/31/2017,50.34,53.762,63.867
11/1/2017,,,54.747
11/2/2017,65.693,66.409,61.603
11/3/2017,,,
11/4/2017,,51.143,49.396
11/5/2017,,,
11/6/2017,,,
11/7/2017,,,
11/8/2017,,,
11/9/2017,,,
11/10/2017,,,
11/11/2017,,,
11/12/2017,,,
11/13/2017,,,
11/14/2017,,,
11/15/2017,,,
11/16/2017,,,
11/17/2017,,,
11/18/2017,,,
11/19/2017,,,
11/20/2017,,,
11/21/2017,,,
11/22/2017,,,
11/23/2017,,,
11/24/2017,,,
11/25/2017,,,
11/26/2017,,,
11/27/2017,,,
11/28/2017,,,
11/29/2017,,,
11/30/2017,,,
12/1/2017,,,
12/2/2017,,,
12/3/2017,,,
12/4/2017,,,
12/5/2017,,,
12/6/2017,,,
12/7/2017,,,
12/8/2017,,,
12/9/2017,,,
12/10/2017,,,
12/11/2017,,,
12/12/2017,,,
12/13/2017,,,
12/14/2017,,,
12/15/2017,,,
12/16/2017,,,
12/17/2017,,,
12/18/2017,,,
12/19/2017,,,
12/20/2017,,,
12/21/2017,,,
12/22/2017,,,
12/23/2017,,,
12/24/2017,,,
12/25/2017,,,
12/26/2017,,,
12/27/2017,,,
12/28/2017,,,
12/29/2017,,,
12/30/2017,,,
12/31/2017,,,
1/1/2018,,,
1/2/2018,,,
1/3/2018,,,
1/4/2018,,,
1/5/2018,,,
1/6/2018,,,
1/7/2018,,,
1/8/2018,,,
1/9/2018,,,
1/10/2018,,,
1/11/2018,,,
1/12/2018,,,
1/13/2018,,,
1/14/2018,,,
1/15/2018,,,
1/16/2018,,,
1/17/2018,,,
1/18/2018,,,
1/19/2018,,,
1/20/2018,,,
1/21/2018,,,
1/22/2018,,,
1/23/2018,,,
1/24/2018,,,
1/25/2018,,,
1/26/2018,,,
1/27/2018,,,
1/28/2018,,,
1/29/2018,,,
1/30/2018,,,
1/31/2018,,,
2/1/2018,,,
2/2/2018,,,
2/3/2018,,,
2/4/2018,,,
2/5/2018,,,
2/6/2018,,,
2/7/2018,,,59.196
2/8/2018,,,49.361
2/9/2018,,,
2/10/2018,57.14,59.932,60.98
2/11/2018,,,
2/12/2018,,56.868,65.194
2/13/2018,68.949,68.337,68.63
2/14/2018,75.912,75.334,70.272
2/15/2018,74.005,73.158,73.322
2/16/2018,,60.278,61.191
2/17/2018,63.642,64.957,67.32
2/18/2018,70.777,70.326,70.584
2/19/2018,,56,63.042
2/20/2018,,,
2/21/2018,,,52.035
2/22/2018,,55.728,64.847
2/23/2018,,,
2/24/2018,,,
2/25/2018,,,55.424
2/26/2018,81.451,71.321,69.982
2/27/2018,,,
